;Prim;BFS;A-Star;IDA;path Length
873;219428;247223;75191;49444;268
874;207726;249271;58222;41253;216
875;216503;253952;70802;38326;220
876;209774;259219;153600;57636;244
877;208018;279406;177298;30720;276
878;203630;216211;74313;28380;260
879;212115;270629;147749;23113;284
880;206263;196316;47396;35987;212
881;210359;279991;75776;105911;208
882;211529;281747;210066;76069;220
883;219429;221477;57637;56467;244
884;210066;280577;113518;56174;216
885;219721;283795;53248;89234;240
886;211236;284087;108252;91282;208
887;206848;229961;309248;25746;228
888;210652;282917;157989;64658;240
889;217089;263022;84846;87478;220
890;217088;187246;69339;29549;252
891;207140;287890;367470;68169;212
892;209189;286720;137802;69047;236
893;208896;256878;72558;29257;220
894;215040;285550;138971;59684;200
895;210066;305445;71388;71973;212
896;210359;264485;54125;23113;224
897;210651;284380;98597;56174;240
898;235228;214162;46519;28380;200
899;209774;293156;74605;73143;220
900;211530;201290;64366;27794;248
901;208019;265948;52663;60855;228
902;218258;292864;105033;40960;260
903;213285;265362;76068;22235;252
904;201582;221769;76654;20188;264
905;212407;257463;224110;95085;256
906;218551;296082;222647;97426;236
907;207141;292864;79287;32183;216
908;208896;267703;72851;48860;252
909;208311;279113;203044;88357;208
910;209189;237861;53541;33938;232
911;220013;299301;78994;49737;204
912;208604;203045;48274;70510;212
913;208019;277650;184905;83968;200
914;219721;293449;119955;65243;220
915;258634;278528;149504;75191;212
916;205385;256292;45641;51493;212
917;210651;292864;68462;31306;196
918;206555;279991;89235;37742;236
919;220599;160329;52663;37156;216
920;209188;264485;56174;51493;220
921;205971;174373;55881;21065;220
922;215625;285843;188708;84845;216
923;212992;286428;194268;90697;212
924;205678;282917;109422;51785;240
925;199534;208311;119954;66706;204
926;209189;284672;97719;51200;212
927;209481;247516;144238;76946;228
928;227328;293742;67584;43301;220
929;205385;255708;63195;50030;224
930;217966;282332;207141;90112;212
931;206556;264777;187538;90990;240
932;217088;283502;96841;58807;216
933;207433;284380;286135;106788;252
934;209481;278528;125513;88064;220
935;207433;265948;87771;37157;252
936;209481;283794;79287;29842;220
937;208019;266826;84554;40960;216
938;207141;282916;102693;68462;216
939;208604;261559;84846;33353;300
940;220014;282039;141019;23406;208
941;221477;286428;170570;97719;216
942;209773;279113;264485;83383;212
943;212700;268873;179931;28087;232
944;207433;174080;42423;11410;220
945;207726;288183;61733;33938;216
946;220014;291694;153015;68169;208
947;208018;253660;61147;34816;204
948;207434;225866;95963;45349;204
949;208896;240202;59100;70802;220
950;209189;284672;103863;27502;216
951;212992;226450;51200;48859;216
952;214748;189879;71387;29257;212
953;206555;281746;85430;43300;216
954;209774;280284;191927;85724;204
955;215333;280576;336165;45349;252
956;218258;291401;167351;77531;272
957;208603;313344;121125;58222;228
958;206556;190464;52077;15214;240
959;212407;278528;233473;102401;224
960;206848;283502;76947;26916;256
961;220599;296667;153015;64951;212
962;210944;284965;120539;51785;204
963;205093;232887;76654;33938;212
964;215625;209189;57636;60855;208
965;213577;266241;73435;28965;228
966;224988;290231;84846;33353;204
967;209189;282039;177006;74899;208
968;212115;191341;68462;29550;248
969;209482;278821;49737;16384;220
970;207726;279991;208019;91575;232
971;209481;256586;55296;19603;232
972;204507;227328;73435;38035;228
973;207140;283210;86894;38619;216
974;213577;160329;47689;55296;220
975;206848;282332;227036;110299;208
976;207141;244882;103863;57929;196
977;206556;280283;140142;83091;224
978;213870;282332;363082;160622;220
979;209482;284380;73728;28086;224
980;208311;289939;163840;69047;220
981;206263;269166;83383;43301;236
982;222940;297252;179054;76361;208
983;207433;283210;54418;13459;220
984;219137;285257;66413;47104;216
985;210359;255122;86894;89819;224
986;217381;305738;60855;51200;224
987;208896;260973;88942;49444;232
988;208896;280869;227036;99767;212
989;221477;275309;125805;47982;236
990;203337;161792;38327;10240;216
991;208311;276480;180517;48274;228
992;206556;243127;64073;34816;208
993;205677;291694;101815;84846;216
994;207141;298716;125221;56466;220
995;210067;283209;66706;36864;204
996;826222;218844;79872;33645;260
997;209481;259218;105618;43300;240
998;218551;270921;73143;40960;224
999;202752;139556;50614;36864;224
1000;225572;269459;88942;99474;224
Average;214064;256260;112171;53938;224
Range;995621;937692;971338;151844;112
