;Prim;BFS;A-Star;IDA;path Length
78;215040;237568;71387;31305;256
79;208311;136339;40667;11118;224
80;205678;272969;72265;35986;220
81;205971;262437;285257;73143;280
82;217966;265655;107081;36864;252
83;205970;277651;120540;71972;220
84;210359;226158;50908;15799;236
85;210945;241079;42716;39497;212
86;208018;239909;67292;43593;232
87;214748;227328;48275;45349;236
88;202167;217381;53248;18139;220
89;217966;220599;45056;34524;208
90;209774;270336;160330;51492;220
91;218258;264192;226743;87478;224
92;210359;283795;103571;52663;216
93;205971;289353;135168;68755;236
94;210651;275310;139264;64658;232
95;204215;256000;79287;35986;236
96;203629;155356;45641;15799;220
97;213284;247809;58514;35986;224
98;206849;244883;157403;75191;244
99;215918;182272;47104;28964;200
100;208019;288475;67291;82506;236
101;210944;279406;246053;95379;228
102;206555;299593;229377;65244;204
103;209189;308078;167059;36279;232
104;225280;280869;138094;53833;232
105;209189;292279;185490;93915;216
106;204800;241957;88649;33938;272
107;210945;284087;128439;36571;236
108;204800;242542;89527;47689;216
109;208019;281161;90989;37157;208
110;205678;184321;79872;36864;264
111;205386;272969;119369;61733;220
112;205093;275896;1009373;88942;224
113;350208;285550;112641;75776;200
114;205092;208018;53541;37450;212
115;205093;274725;106496;42423;224
116;211529;278528;201581;88650;216
117;206848;276773;304567;100937;264
118;212700;294912;200119;41545;272
119;213870;277943;81042;49152;224
120;208896;368055;65243;62317;212
121;209481;283210;208311;103570;212
122;205093;192805;76069;24577;232
123;224987;227621;124051;63196;216
124;205678;278235;90697;59978;204
125;214163;161792;44178;15799;220
126;205970;235813;58222;27209;232
127;207433;267703;154770;44471;248
128;217966;250148;128146;105619;232
129;207726;277065;106496;98889;212
130;210945;277943;317733;112054;236
131;208896;294035;224988;118199;224
132;207433;290816;53248;35987;204
133;216503;293156;160914;92160;236
134;212115;233180;56759;29843;228
135;206263;237276;69340;66999;248
136;217088;234935;95379;37742;272
137;203922;213285;54125;25746;228
138;226158;206848;58807;23405;236
139;211236;169984;50322;12580;216
140;201874;221476;68462;31890;236
141;206849;285842;110884;49445;220
142;216503;247808;137801;71972;260
143;206556;277358;219722;99475;204
144;201875;250442;70509;20480;236
145;216503;294912;248686;99475;236
146;207726;279113;163548;73143;208
147;216796;294913;198363;87479;220
148;214748;267703;81627;42423;232
149;205385;277943;235812;59684;228
150;204507;285257;55589;41838;212
151;208896;279698;67584;63196;232
152;204800;261851;83383;51785;216
153;209189;271799;105033;43593;220
154;270044;203044;41252;19895;212
155;215040;296668;183442;49444;268
156;224109;285843;133998;106788;208
157;207726;337628;150382;19310;240
158;209482;281746;280576;128732;224
159;208603;274140;160329;102692;224
160;201874;212407;57636;20480;232
161;206848;288183;164425;29257;236
162;205386;169107;49444;36279;216
163;206556;274725;101523;57929;220
164;206556;204215;69339;23113;224
165;207433;284379;204215;94208;224
166;217088;402579;64950;36279;204
167;206555;269166;158573;54126;224
168;217966;243128;103278;72266;196
169;209189;289646;159159;71680;228
170;208311;279406;157403;80458;200
171;198949;202753;53833;26624;244
172;200119;234349;119661;50322;260
173;207726;291694;167936;83383;224
174;209482;265655;238738;66414;240
175;210944;282039;241957;110592;216
176;213284;279991;98011;82213;212
177;205386;188123;73435;31013;236
178;209189;278528;181102;86601;240
179;207433;290231;229083;98011;212
180;209482;285257;104741;46812;204
181;208311;281454;106788;86601;220
182;210652;291694;112932;109130;204
183;207726;263314;69047;37741;236
184;230839;261852;65536;31598;232
185;208896;283209;165888;72265;216
186;208896;284964;83676;36864;204
187;206555;270921;57930;33353;220
188;208019;280284;139556;85138;240
189;207726;272676;91575;40667;208
190;201290;161499;47689;21651;208
191;204800;265655;83675;43008;256
192;207726;281161;53541;21943;220
193;205093;227036;54710;23991;212
194;217966;343479;109714;47397;200
195;206555;227328;81335;38034;220
196;202459;273262;189001;27501;252
197;205971;236983;45934;15506;204
198;205678;275310;57051;17847;216
199;207726;285842;125806;75484;208
200;207726;233764;127561;50322;236
201;212992;287598;165888;84553;228
202;205093;205678;53248;49737;236
203;212992;270044;112055;45348;260
204;243127;232594;80164;40667;216
205;203338;222940;69339;27502;240
206;209481;244882;51785;35401;236
207;203630;261852;68755;22821;268
208;209188;277065;159744;146871;256
209;217966;282039;207140;100352;220
210;220599;281454;256585;116151;208
211;238739;286135;289939;120832;232
212;216503;282917;146286;68754;204
213;215918;252490;108837;28380;220
214;210944;284087;228791;106203;212
215;212700;284380;147456;71388;224
216;205093;279699;238739;102400;216
217;204800;163547;53248;22821;204
218;207726;244004;81628;66414;256
219;208311;253660;52956;17847;212
220;206263;206556;65537;30428;216
221;220891;257463;53833;22820;208
222;203630;274725;126683;72851;244
223;208896;208896;63488;45934;256
224;209774;281746;114688;62318;204
225;208019;268288;57929;44471;216
226;209481;266240;71388;68754;200
227;205678;175543;47104;13458;236
228;205970;275310;186368;79287;220
229;208019;183443;51493;29842;228
230;211530;288475;73729;26624;212
231;222648;294327;119370;94208;196
232;205970;181687;80457;53248;208
233;202459;267996;217674;31890;260
234;209482;245468;62317;18140;216
235;207726;273554;137801;56174;204
236;205386;153015;47397;38620;224
237;206263;281162;180516;78702;220
238;203338;132535;41545;30720;212
239;208604;286135;109422;47397;208
240;206263;148627;50908;32768;220
241;205385;230547;89527;43301;216
242;216503;284379;209189;94501;244
243;211237;277650;94500;70510;216
244;209189;273847;198949;97427;200
245;206263;277066;135753;57051;228
246;209189;291402;93623;46227;212
247;210944;279406;208018;74314;212
248;207726;236106;78116;43886;212
249;206849;274433;110300;49152;208
250;212115;234350;51492;51200;196
251;208018;274432;141019;64659;224
252;211529;258341;50030;23991;208
253;205678;238738;44471;14044;212
254;203922;256293;65244;21065;264
255;201875;181102;49445;26916;228
256;206848;278820;207433;103278;212
257;206263;233472;58221;69046;216
258;211237;284965;51785;16677;204
259;428617;281454;73728;54711;236
260;271506;297545;81920;37742;216
261;206848;263607;81628;71972;212
262;209188;282916;112640;88942;208
263;211822;284672;240494;72265;232
264;215626;238446;122880;85138;256
265;214747;295790;85139;38620;220
266;202752;178468;54126;17555;224
267;283209;216210;78117;33938;216
268;214162;284087;99475;68754;204
269;202753;273555;160037;60855;280
270;209189;273847;55589;42423;220
271;207141;274140;78994;83676;220
272;203337;171447;52371;22820;204
273;206848;281161;258926;65536;240
274;201874;105326;47981;26917;220
275;208018;282625;160036;93037;228
276;207726;280868;204215;117614;212
277;206848;196608;52370;51493;212
278;211530;283794;141897;68462;200
279;201875;133705;54418;23698;228
280;210066;287013;167936;80457;228
281;217088;240494;73143;30428;232
282;211821;287305;94500;43300;216
283;209189;257756;107959;84553;252
284;210066;258341;173202;88064;228
285;208604;284380;167644;71388;224
286;204800;153892;51785;23113;204
287;212114;282916;63780;23991;216
288;208019;274725;66707;87771;200
289;204800;147749;49152;26039;220
290;208896;281454;174373;76947;228
291;207433;279406;148626;66414;228
292;203045;133997;45934;28672;204
293;210652;266825;205970;84845;240
294;207141;278820;190465;67292;216
295;207434;291694;107959;35986;216
296;204800;270044;117906;56759;268
297;213870;282625;159451;81920;208
298;204508;228791;55882;40668;208
299;199242;102985;41837;14628;208
300;206556;279113;131072;56759;220
301;208018;284380;134290;47689;228
302;205678;244590;113518;51492;236
303;208018;253074;96841;67584;216
304;211530;281454;65536;45348;228
305;217673;273262;70802;51492;228
306;218551;280869;71387;99474;204
307;204215;175250;45348;20188;216
308;207726;279406;80750;75776;228
309;200997;143945;43301;13166;212
310;206848;263607;155941;83091;240
311;207141;278528;73143;73728;224
312;204800;225865;59100;16091;204
313;208311;278236;167351;97427;240
314;217088;968120;279991;99474;236
315;224695;216796;57636;31597;216
316;207726;230546;128731;41545;240
317;213284;261267;82798;26917;256
318;224402;279406;189293;28672;236
319;200997;184320;51200;19603;220
320;206264;220892;82506;41253;256
321;208311;277943;169107;81335;212
322;210651;284380;100937;83090;208
323;205678;232887;64073;23113;204
324;234935;277943;57929;32768;228
325;265948;244589;64073;49445;216
326;207725;249271;62318;63488;216
327;209481;279113;155356;86601;200
328;201290;272384;238738;31306;284
329;204508;255123;81627;53248;224
330;208604;291694;232009;103278;224
331;208018;287890;72851;27794;216
332;211237;286428;155941;84261;216
333;210652;125806;48275;17847;224
334;208603;284087;141019;81042;220
335;205385;256292;125221;33938;220
336;208603;283210;67292;23991;204
337;204800;209188;56759;45056;204
338;211237;265070;52371;36279;204
339;206263;279991;119077;50323;228
340;206556;251904;58221;23405;224
341;207726;277943;59977;24868;220
342;209774;165303;66999;43300;212
343;207433;253952;66998;16969;212
344;209774;280284;279114;126684;220
345;205093;212992;65829;22821;212
346;204215;153892;50908;17847;212
347;220014;171447;46811;18139;212
348;204215;280869;53834;16677;236
349;210359;134876;40667;28087;220
350;210066;289353;97719;66414;220
351;209774;281746;115859;64658;200
352;210067;275602;53834;85724;216
353;218551;276187;55881;84260;200
354;207726;187539;45348;15213;216
355;225865;278528;126098;50908;224
356;208604;195731;68754;49152;272
357;205971;270629;230547;85431;240
358;210944;271214;129024;54126;200
359;207726;280283;210652;92453;216
360;210067;281454;57929;32183;224
361;212407;285550;257463;119955;232
362;212115;250733;65536;24284;212
363;207726;262144;74313;25747;212
364;205678;178761;48859;42716;212
365;209189;276188;309541;133998;208
366;224110;158574;44763;24283;204
367;208896;266240;100938;43008;220
368;208311;282917;253367;117907;204
369;213578;284672;167644;37449;252
370;212700;520778;71972;45934;224
371;227036;273262;79873;43301;212
372;210359;290817;165888;76069;212
373;211237;288183;260096;148041;276
374;243127;290817;148334;63195;216
375;217966;176128;52663;29842;208
376;208604;279991;204800;106204;224
377;205386;243712;118199;49737;244
378;211236;280869;273847;126976;212
379;210652;277651;183442;85138;224
380;214455;300179;107959;42715;232
381;206848;187539;56759;62903;212
382;209774;285550;95378;66999;216
383;209481;251905;67877;64073;240
384;203922;244882;79580;31013;276
385;209188;255123;69924;55589;260
386;206263;246053;70802;17847;208
387;210651;282917;252781;112933;216
388;207725;159451;49738;31012;208
389;202167;101522;39789;29257;204
390;208897;279113;322707;137508;228
391;224403;279113;112640;54419;252
392;205385;273555;258341;49445;292
393;208603;191050;48567;13458;212
394;205678;233179;54126;21358;224
395;213285;287890;113810;87479;208
396;209774;237861;57052;20188;212
397;210944;289939;148334;140142;232
398;238153;244298;59977;83675;228
399;219429;291987;93916;39790;196
400;204800;210359;51785;62903;216
401;218259;279699;250149;94501;232
402;219722;289938;114981;47104;244
403;208018;280869;184027;96256;228
404;217381;281746;200119;69632;208
405;229961;307200;223525;83090;224
406;212699;266826;94208;41253;216
407;207433;262437;249856;105326;272
408;210945;277944;51493;24868;208
409;211530;251612;136631;67876;240
410;237861;284087;157696;65243;232
411;209189;258926;93916;33646;208
412;220014;229376;57930;19895;216
413;202752;176128;55881;29843;224
414;208896;274140;111763;76361;248
415;219722;221769;56174;16969;232
416;209189;279113;84846;35986;212
417;215625;276773;197193;56466;216
418;201875;205093;69047;27502;248
419;207726;229376;102693;52077;276
420;217674;167644;52371;35694;224
421;202752;275018;211236;81043;264
422;215040;167351;48274;13166;208
423;207726;209774;70217;32183;232
424;214162;190172;59977;20773;252
425;246638;277651;119369;104448;260
426;206848;196900;50322;18139;204
427;202752;216796;82798;37157;236
428;212115;274432;71095;95671;220
429;204215;204800;51785;15799;224
430;210651;219721;86309;43301;268
431;216796;274140;131072;55589;228
432;214747;366007;107959;71388;212
433;212992;284380;92160;40375;236
434;236983;244882;66121;23405;212
435;219722;302812;170569;69925;212
436;209481;280284;124928;47982;204
437;217088;288769;126099;50322;212
438;213870;284672;62903;63488;212
439;210652;295790;93916;33939;228
440;205385;238154;42715;15214;208
441;207726;284965;98012;86893;224
442;210066;285842;161500;129317;208
443;212115;258048;69632;90112;244
444;220014;291109;140142;90697;208
445;205386;300471;75191;24869;240
446;209481;287013;240494;107082;232
447;214162;293157;144238;60270;284
448;230254;297838;165888;81335;212
449;208019;256293;53248;18432;212
450;204508;249271;75484;35109;236
451;208896;270336;75191;50907;248
452;207433;259218;65536;117028;216
453;227036;179346;58807;32476;244
454;217966;212699;52955;38034;248
455;205970;143360;46226;14336;208
456;217381;279991;105033;53833;232
457;202752;207725;51785;16384;220
458;208019;252489;77531;43885;228
459;215626;203630;47689;14921;220
460;209189;268581;136046;87771;240
461;205677;153015;47104;15507;232
462;207726;167936;63195;27209;232
463;222062;299886;102400;69047;204
464;203630;232594;45056;12581;240
465;211237;174666;47982;42130;216
466;207433;236398;54126;19017;216
467;206555;153015;69632;34231;224
468;208896;254830;153600;84261;208
469;222939;249563;58514;44470;212
470;230839;249856;60562;27502;220
471;217381;289938;94208;73435;216
472;204800;238446;81042;30428;232
473;207726;298715;97719;86601;220
474;202752;134290;42130;11411;208
475;221769;296083;136338;55589;212
476;207726;274725;234058;86601;224
477;209189;249271;185783;120247;220
478;207726;282624;222939;74899;236
479;1194570;289353;432129;102985;200
480;210945;252197;122588;55004;232
481;208311;219722;62318;30720;256
482;208604;268873;126684;127561;200
483;211529;292865;105911;51200;200
484;211236;287890;198071;97134;220
485;208019;201289;46519;23991;212
486;203337;161792;43301;16677;220
487;208604;276188;120832;77824;208
488;213870;239324;61440;69047;232
489;208018;279992;102985;133120;216
490;203630;250734;58514;18140;268
491;204800;169107;44178;13166;208
492;209189;280869;135753;56759;212
493;205970;239616;65244;38619;220
494;209773;256293;53833;68169;232
495;215332;241664;70802;43300;248
496;206848;293741;271507;104155;248
497;214747;286135;262436;108836;208
498;212114;261851;63196;28964;204
499;208311;277358;119369;76946;212
500;208311;279406;154478;68462;228
501;205678;280576;109129;44763;240
502;210359;281747;193097;78701;224
503;208019;241664;216795;105911;212
504;208018;281747;215040;95378;208
505;202167;200704;69632;26331;268
506;212114;286428;198656;110885;268
507;210651;282625;76362;30720;220
508;216503;235227;76654;24868;248
509;210067;273847;117614;32183;220
510;206849;282039;115273;48567;220
511;203045;268873;229961;53833;256
512;208311;256878;61148;23991;228
513;211822;285258;57344;41252;208
514;208311;290232;239324;105619;220
515;211530;279992;165595;76069;244
516;209481;215625;73435;23991;228
517;214455;236690;67584;32768;216
518;205385;263022;185198;84261;244
519;218258;270922;64366;60563;208
520;206848;291986;202460;126683;228
521;210652;281161;69047;27209;212
522;207141;148627;47982;38620;200
523;217380;278820;251904;105033;216
524;206555;282039;226451;69340;216
525;213870;281747;59978;27501;220
526;209774;284380;184613;92746;208
527;214455;265363;137216;27502;268
528;205678;268873;49737;18432;216
529;206848;282039;126684;21943;232
530;202752;181980;49152;17261;224
531;218258;283502;69632;56174;216
532;208604;288476;68754;95086;224
533;207141;282624;371273;51492;216
534;206848;208896;74313;26624;236
535;203045;162378;49152;21943;200
536;208896;280869;114689;79287;216
537;208896;281747;242542;112640;204
538;207726;275603;81335;51492;212
539;218551;298423;343479;162084;240
540;205970;182565;48859;46811;204
541;217089;292864;71680;39790;232
542;208896;282624;56467;35986;224
543;208311;275895;166181;50029;264
544;202460;163547;44179;14921;204
545;216503;296375;140727;28965;212
546;208018;282039;157404;69632;220
547;207433;187246;50030;36571;208
548;208603;150967;51201;45642;236
549;206556;223817;69340;37449;252
550;207433;298423;106203;55003;212
551;209773;256585;137216;86308;232
552;209189;156233;50615;25454;228
553;205386;115273;48566;18140;216
554;211529;275602;158866;67877;216
555;209774;270629;116443;77531;236
556;213577;275895;55004;17554;228
557;217381;238739;55003;17847;232
558;202459;158281;44178;17555;212
559;208603;227328;84846;31891;252
560;202752;197193;56759;21943;220
561;206263;281747;125806;68754;204
562;206263;227328;90112;64951;224
563;206555;137216;45056;13751;228
564;210067;306322;145700;46519;212
565;202753;105911;41838;11703;220
566;215625;296082;69339;26624;220
567;208896;296375;93330;35401;232
568;207433;280283;169692;84845;212
569;218259;279699;245175;89820;280
570;210359;280283;107374;99767;216
571;205385;174665;50322;23113;216
572;213285;285550;155941;66998;232
573;207433;278528;136923;71388;220
574;209189;279406;165010;48274;224
575;213285;191342;43594;12580;216
576;209189;275309;230839;93623;244
577;209188;282916;200996;90698;204
578;207433;239031;125806;78995;240
579;219721;286720;117614;55881;260
580;208604;275895;155648;64366;220
581;238739;233180;53248;18139;232
582;210652;277943;99182;40082;232
583;210651;285550;141605;51785;216
584;205092;282331;130780;55004;228
585;205386;273847;48274;36864;228
586;209774;249856;154478;79580;224
587;215040;282039;115273;75191;236
588;209481;299886;92160;39205;212
589;203337;282332;62318;21943;220
590;213870;281454;56173;18432;220
591;207726;272091;228498;110300;216
592;209188;293742;133413;94793;212
593;208604;250441;60855;66121;220
594;210944;281747;203630;89234;220
595;208311;287598;112640;84260;216
596;203045;149211;43886;14629;216
597;206556;295790;235227;99474;212
598;206556;180224;42715;19017;204
599;207726;185198;54418;39789;224
600;208604;278236;165888;96549;284
601;220892;290231;141019;62318;228
602;205970;252489;54126;16091;248
603;207433;274432;122587;52370;252
604;210944;284380;157989;93037;204
605;203044;169984;46519;21651;216
606;216503;274433;88065;40960;228
607;210066;293742;110593;69047;200
608;208311;287891;50323;15506;228
609;213284;124635;42716;18432;204
610;204800;190171;51493;55004;220
611;211822;299886;149212;62026;216
612;203044;182857;55003;38620;204
613;210359;280284;133412;51785;204
614;214455;201874;56467;21065;212
615;208603;225280;66706;22235;216
616;203630;206263;55588;45056;216
617;204508;128146;44764;21650;208
618;205678;218843;66121;25454;256
619;214748;286135;182564;81335;220
620;209481;279114;140434;68462;232
621;215918;214455;61733;27209;204
622;203922;288183;112640;45056;240
623;202167;268288;164425;34524;292
624;206263;215041;92452;45934;208
625;217088;282625;110884;62025;216
626;205385;234642;66706;26624;212
627;209482;246638;101229;62318;268
628;209774;250149;65244;26332;228
629;216796;246345;50030;48567;208
630;205971;219429;83091;50322;212
631;229376;283502;177884;74606;216
632;201581;132828;43886;14044;216
633;205385;181102;45056;75191;212
634;215625;233180;68755;37157;228
635;204508;276772;96549;41837;236
636;217673;200997;52663;17261;208
637;208312;295205;171155;79287;256
638;200704;210067;58514;19310;232
639;209189;296960;119954;79579;204
640;203045;138094;44764;13458;200
641;208311;269166;75483;44179;240
642;210067;296375;64365;29843;220
643;208018;279406;208896;94793;216
644;206556;289354;66706;23991;252
645;207433;196608;47104;14629;200
646;211529;279992;102693;44471;224
647;204215;233472;75484;25454;256
648;209188;288475;66414;25747;220
649;208604;287305;80750;31305;212
650;212114;184320;162084;79579;228
651;212700;165010;40960;13166;204
652;202752;232009;52956;17847;224
653;214163;217966;74898;34816;208
654;217966;283502;86016;24284;220
655;205678;284380;257463;158574;224
656;210359;272092;78116;46519;204
657;208018;244298;99767;51201;212
658;207726;258926;44471;17847;208
659;204508;148333;51200;36279;208
660;203922;249272;81627;32768;236
661;214455;185198;52956;20187;216
662;208896;277651;195730;89527;204
663;216503;201290;51492;24576;220
664;209189;292571;96841;77239;228
665;210652;203630;72266;31012;244
666;208604;294327;275018;119370;196
667;208896;282917;230546;61733;224
668;205385;200411;47104;27795;204
669;217381;297545;88649;38327;212
670;207433;280576;90697;36864;204
671;214162;249564;71387;28965;212
672;201290;189294;51493;15507;240
673;210067;280284;138679;103570;292
674;212992;277358;134583;64951;232
675;208896;269166;151845;102693;228
676;205093;281746;237568;71973;260
677;209188;243420;90112;37741;232
678;210066;286720;206848;114103;232
679;217966;217381;91575;39790;224
680;209481;310711;59392;65536;240
681;211530;265069;195730;72265;280
682;209189;290816;154477;65829;216
683;207141;169691;46519;22236;208
684;216503;177006;56466;25454;212
685;209774;280577;152138;66121;204
686;206848;171155;42715;12581;224
687;205093;197193;68754;33645;216
688;208896;292864;136923;62610;212
689;205678;264192;61732;43886;228
690;235520;208018;50322;23113;204
691;210067;265655;83675;94208;212
692;223232;271214;70510;74313;220
693;233473;285257;181687;69340;204
694;210066;244590;61147;39204;240
695;209189;285257;93916;75483;220
696;215333;275310;197486;78410;240
697;210944;282917;83090;47982;212
698;210066;281746;130487;57051;220
699;204215;146579;43886;19017;220
700;209189;279406;107081;43593;220
701;205092;248101;67584;48274;228
702;209189;288768;149797;57637;228
703;209774;283209;196900;110593;228
704;203045;268288;84261;28087;264
705;211236;279113;165595;73143;212
706;209774;287598;113225;61148;212
707;202167;255415;40668;19310;216
708;208311;268873;82213;32475;244
709;207141;255708;102985;59685;268
710;214455;279699;233473;87479;244
711;211236;254538;99767;59392;260
712;209481;286135;52371;55589;220
713;207433;263900;110592;61440;208
714;212115;168521;43593;30135;208
715;211822;277651;83383;33646;196
716;202167;128439;47397;26039;228
717;207726;282332;297546;132535;208
718;206555;238446;70510;31012;204
719;209481;273261;199827;81042;272
720;208897;281161;198071;78116;212
721;204508;158281;38620;18140;200
722;210359;283502;76947;34523;204
723;205386;194560;48567;40375;220
724;207726;270921;118784;55588;224
725;201874;196901;50322;19895;224
726;208019;260974;102693;65243;212
727;212700;284965;111470;83968;216
728;204215;184027;46226;40082;216
729;211529;285843;261559;29842;224
730;205971;255708;100645;39205;224
731;207140;286427;280284;98597;228
732;208018;283502;322414;121417;236
733;210067;283502;76069;45056;220
734;203337;177591;52663;47104;200
735;230839;261852;118784;54711;256
736;209774;280284;78116;37449;212
737;203923;206263;64951;25453;248
738;212115;192512;60269;39790;200
739;207433;278528;112640;96256;228
740;208311;289353;171739;77824;208
741;208896;237568;66121;18432;220
742;207726;296082;128439;63488;208
743;208311;274140;136339;42423;256
744;209481;281454;93915;39497;212
745;226158;285842;142775;43593;212
746;208603;269458;75776;36279;212
747;213285;283795;187831;76654;292
748;204508;286428;179054;67584;244
749;205386;269166;105911;55003;252
750;211237;281747;102400;41838;220
751;210067;272677;231717;92160;204
752;206848;197193;50615;13750;208
753;207725;281454;245760;48275;220
754;208604;164718;55296;29257;244
755;203923;238738;81920;32768;236
756;206263;225573;55588;19017;228
757;209774;245176;66707;46226;208
758;203337;188416;57636;40667;240
759;209774;254830;96842;28086;236
760;210067;288183;114688;99474;208
761;208019;143360;72265;38327;212
762;210066;229377;66121;46811;244
763;215333;265363;64073;68462;224
764;206263;197779;57344;24576;208
765;209481;150382;53833;44763;216
766;212699;255122;60854;28965;220
767;203923;228498;54418;17555;244
768;207433;195730;52078;35109;224
769;207433;245467;56466;47982;216
770;206848;274432;168814;67292;260
771;206848;279113;120247;49737;232
772;212114;243712;137801;71387;220
773;207726;199242;58222;52955;200
774;208603;277943;53540;49445;208
775;213285;234935;54711;39498;220
776;218551;245761;80457;36864;232
777;214455;288183;80165;56466;216
778;208604;287306;107373;47982;220
779;210067;282039;279406;125513;216
780;209189;224987;44178;12288;204
781;208604;285843;148334;63488;216
782;208603;284965;120832;65536;204
783;211237;273554;57636;22236;208
784;207434;280284;91575;35986;208
785;214748;284379;130195;57929;224
786;208603;284379;105033;44471;208
787;203630;231132;62903;22236;232
788;207433;280577;195146;89527;244
789;205678;193389;56174;28087;208
790;209482;282332;167644;70510;212
791;209188;309833;275310;127562;240
792;213577;188708;46519;22821;220
793;347868;1039214;309833;65829;200
794;232302;299886;161207;84261;208
795;202460;143653;43008;19310;208
796;206848;262145;85430;35108;224
797;208311;282917;132828;78117;228
798;227621;354890;299593;135461;216
799;258341;276188;83675;45056;248
800;208896;267118;70802;27795;224
801;209189;292571;96549;39790;224
802;212992;279113;150382;61147;228
803;264193;311882;87479;38034;200
804;207434;266533;80750;56174;216
805;208018;242249;60562;52077;232
806;203045;258048;77532;29257;248
807;220014;287598;152430;66706;212
808;208603;241665;53833;47104;208
809;210651;233765;46226;21650;204
810;205677;221769;60562;47982;200
811;283502;289061;159452;69339;228
812;229668;282332;234935;98889;208
813;211822;284965;68754;28672;216
814;207141;217673;52663;67877;216
815;207726;177298;52078;23698;236
816;210944;284379;105325;42423;208
817;209481;283210;73728;33061;200
818;205678;226158;70509;30427;256
819;208604;244005;191342;95964;236
820;210651;284965;151260;124051;208
821;214747;263314;65537;31598;200
822;210944;256585;72557;36864;204
823;209774;265948;211822;74605;308
824;209481;286428;57637;19895;216
825;207433;212115;64366;25454;208
826;209774;214747;106789;55296;244
827;204508;162378;50614;26624;224
828;204801;180809;45056;15213;216
829;208019;273262;159744;128439;232
830;211529;280869;169984;34231;228
831;203630;267411;233472;76069;244
832;210652;282332;232887;100937;224
833;203045;204507;75191;30720;232
834;207141;176421;42131;18139;196
835;203923;204801;47397;14921;224
836;207140;278236;59392;24868;200
837;206555;282624;114395;63488;204
838;209482;284672;70802;27209;216
839;225280;215040;115566;74605;240
840;208311;228498;50322;16384;232
841;207141;288183;64366;70802;212
842;229669;283794;152137;62611;240
843;212407;195731;45934;17554;220
844;211529;217088;52662;22236;236
845;210944;239909;54419;14043;236
846;206848;255122;89235;102985;208
847;272384;262437;122002;46811;228
848;204216;232594;317440;24868;232
849;223817;208311;60270;42423;216
850;208896;272385;106789;55881;296
851;211529;238154;64951;23113;240
852;209481;283502;183442;108251;248
853;209774;282039;112641;46811;208
854;206556;158866;48274;16091;224
855;207433;282332;102400;53248;224
856;207434;229376;71680;39497;228
857;203337;237568;89527;35693;288
858;207140;217673;62903;29549;216
859;205678;234058;56174;31013;228
860;208311;213578;49737;21651;232
861;203630;144530;41546;32183;208
862;204508;266533;136631;48567;260
863;218551;289938;167351;109714;208
864;210359;270922;118492;70802;272
865;206556;157111;40375;11410;204
866;209189;283209;100352;56174;236
867;209774;288768;128731;77239;212
868;208311;254245;45348;13751;212
869;209773;282625;174373;76947;208
870;208896;187246;47982;48274;212
871;207726;279113;116151;44178;240
872;210066;251319;70218;27209;212
