;DFS;BFS;A-Star;IDA;path Length
793;156233;192805;169691;15699688;1124
794;157111;173203;185198;6240261;628
795;156234;204801;246638;12377537;856
796;161499;251904;187831;29965775;1464
797;193682;208311;205971;24359517;1504
798;155356;154185;57929;2453213;600
799;152723;179347;109714;8041040;744
800;153015;234642;147456;15868502;956
801;155940;210066;214455;24748344;1364
802;154771;688128;201290;13703765;1116
803;161500;138679;165303;6318962;732
804;155648;200119;177591;22048785;1400
805;156233;163840;169106;11560384;1176
806;162377;210945;127269;15120689;1140
807;155940;160914;109421;11349733;1128
808;156526;166181;107081;15256442;1168
809;156526;253075;177883;41606031;2116
810;157111;203045;495324;24995275;1852
811;155940;93916;107959;2081354;656
812;154478;169106;204508;14768139;1160
813;156819;194561;241664;21251528;1268
814;160329;231716;180516;24366246;1756
815;154477;163547;149212;17526213;1688
816;156526;187539;276773;11219539;828
817;155941;154185;104741;12522360;1076
818;157404;171739;202460;13718393;1460
819;155941;217966;124928;18943430;1004
820;161792;224695;130195;32420159;1492
821;166473;192219;118491;13541679;1136
822;157403;168814;139557;3002370;548
823;153307;133705;124343;8477849;1240
824;153015;136046;152430;7092230;912
825;154771;122295;110592;5610354;884
826;155648;138094;115566;7601304;992
827;161500;235228;245468;26976278;1340
828;154186;164425;215625;7789135;720
829;160914;263900;272970;43452158;1444
830;185490;231717;122587;24217327;1088
831;157988;224110;157989;19087082;964
832;186661;155356;184320;10011802;1188
833;195145;186953;218844;17087648;1268
834;186954;156233;300472;4253114;636
835;191050;170862;109129;5688471;752
836;187246;222062;249563;27734624;1576
837;188124;150966;76653;6756943;836
838;185198;248393;182565;30224116;1488
839;191635;160622;206556;10700809;892
840;194853;217966;257171;33962303;2032
841;188416;193975;240786;15857384;960
842;189879;217673;148041;28600343;1396
843;191927;156234;279698;5165937;688
844;187831;148334;237861;17010117;1208
845;167936;209774;118784;24174611;1264
846;157988;130194;132242;9573822;988
847;156233;167058;194268;14510970;1080
848;163255;203630;212407;19159348;1396
849;155941;325047;150674;22189221;1340
850;191342;212407;315100;28126084;1448
851;156526;108837;50615;1507037;500
852;152722;201289;245760;14054265;900
853;155941;163840;186954;12516216;940
854;156818;113225;77239;3665923;664
855;154477;199242;299886;11018834;808
856;154186;190464;236691;15791848;1140
857;156233;154478;78409;9612442;872
858;157697;248393;296961;26496460;1044
859;155355;134876;106496;6569697;880
860;167644;179639;171154;8856729;764
861;161792;158282;68754;5498592;700
862;166473;251319;189001;30788487;1352
863;154771;220307;255415;30519906;1572
864;156233;167351;91282;12750566;1040
865;168813;161792;157404;9844451;988
866;160914;186953;185491;17153184;996
867;164425;157111;131950;11075008;1016
868;326218;176128;220892;11864952;888
869;151845;165888;114688;10986358;1180
870;155941;204215;134876;13431673;1096
871;159159;255122;243419;42904757;2000
872;167936;174080;160037;11068279;1100
873;160622;112640;423059;2961996;640
874;165303;158281;139264;10886884;1136
875;171740;108836;123465;3316885;748
876;151260;230547;197485;18353605;896
877;155940;104156;80457;2938297;640
878;152430;192805;181102;10139949;804
879;156526;76069;75191;2273574;776
880;152430;248101;246931;36419029;1464
881;156526;760979;129902;27583364;1288
882;155063;167351;191927;17529724;1424
883;199826;216796;202167;26745439;1912
884;161207;236691;283794;24139503;1048
885;155356;209774;89235;12756709;764
886;153308;149504;93916;11233582;908
887;158574;260096;233180;39097229;1540
888;155941;136339;141019;6124987;956
889;162377;189294;147456;24334063;1704
890;163840;96841;80165;4306654;892
891;153892;211529;171155;26899038;1308
892;153600;229962;175543;30568765;1388
893;156818;171739;162084;11622409;908
894;154185;236983;207433;24143014;1288
895;153893;239909;294620;31531911;1364
896;157111;214162;190464;21293073;1068
897;371859;142775;104448;10111862;1112
898;161500;212114;245761;26755386;1520
899;155648;325047;386487;36861104;1772
900;155648;238446;288183;30880939;1272
901;154770;93331;102985;2126704;592
902;184612;110299;60562;1843202;620
903;153015;261559;318903;45204663;1792
904;155940;118784;82506;4453233;756
905;153600;174666;280284;7259288;812
906;154770;127268;91282;4655108;860
907;155941;215625;241957;6112992;664
908;160915;177006;66706;6052430;668
909;160329;241664;256586;30126396;1368
910;165011;251319;310418;48855080;1920
911;160036;247516;293156;25872112;1312
912;181687;211237;143360;23098826;1528
913;163548;245467;116444;29382972;1140
914;325047;154771;107667;5835927;816
915;153015;220599;193683;24894923;1564
916;155648;200704;83383;14630338;1016
917;155648;224402;196608;21557266;1056
918;157696;254830;237569;41045756;2124
919;154771;243712;227035;32309859;1600
920;155063;223817;203630;32978386;1956
921;156526;183442;76069;8738238;864
922;162084;210944;542135;27712096;1816
923;158867;239324;119662;29401404;1236
924;154478;147748;168813;8443326;968
925;153893;179054;126683;14084108;1112
926;162378;242542;263900;20875280;1144
927;156819;243712;215333;35918731;1764
928;156526;148041;78702;7567951;836
929;157696;246053;122880;28332640;1172
930;153308;138093;124635;7289716;800
931;154478;176421;172910;14312898;1204
932;158574;177884;107667;12614520;1168
933;155941;122003;97719;9937782;1108
934;161207;154770;148041;8466731;984
935;153893;147164;161500;11316379;1280
936;181687;162377;196023;10764589;880
937;156526;183735;69632;9573822;856
938;156819;212699;245760;29809249;1756
939;156526;198071;158282;25526000;1696
940;157696;180517;186368;15666628;1148
941;156818;194560;207726;15600506;1096
942;157111;138971;116444;11947457;1160
943;155648;248394;186076;41780697;1700
944;525459;209774;196608;24843723;1260
945;156818;208604;266240;24074259;1360
946;155063;172032;188709;15969147;1244
947;156234;214455;98011;20975048;1196
948;157403;174665;86016;10281553;860
949;154770;161500;98304;15667797;1228
950;156526;130780;108837;6256645;716
951;154478;146871;120832;11454181;1152
952;156233;210359;245468;17381975;1004
953;162962;270629;228791;47806210;1940
954;156526;199241;209481;23380572;1404
955;167644;177005;77531;4322454;652
956;154478;180810;201289;21199450;1240
957;155940;158867;69632;6000938;776
958;155063;220599;181687;26586280;1216
959;153308;156234;142190;9138768;956
960;152430;131950;154478;8961470;1072
961;155355;242542;158866;36373680;1424
962;155941;148041;174080;7913478;728
963;155649;248686;229376;35384202;1844
964;156818;178176;109714;9496583;1104
965;155648;205971;90405;16344223;992
966;155648;194560;227036;20654681;1296
967;155648;124051;118199;7543960;984
968;162378;205970;78994;10440127;860
969;157403;100352;73435;2254265;748
970;156525;161500;169984;11265180;928
971;156233;224695;237568;26503482;1320
972;191927;229669;204507;23936458;1640
973;157111;193390;197193;22545280;1184
974;186953;240494;212700;19003114;992
975;188709;182858;227621;17121294;1176
976;155063;198363;219721;22599698;1316
977;167644;197194;83968;17256462;960
978;195438;224695;290524;25665849;1104
979;189586;247808;325047;38681778;1276
980;187831;185198;220306;17833706;1136
981;156525;241372;164718;31372167;1324
982;155941;178176;103571;8593415;828
983;157696;240787;225280;42801186;2084
984;154770;164718;163255;11786834;1084
985;154186;214455;180809;25372692;1420
986;154770;145116;122002;2463453;524
987;152723;182858;151259;16557801;1116
988;166181;225865;170569;23870337;1268
989;163840;248394;281746;35357286;1696
990;155356;106789;86309;5452951;1008
991;154478;165596;183735;8753744;776
992;155941;244297;284380;46458039;2184
993;181980;252490;305738;46523576;2012
994;155649;186953;177298;20921800;1400
995;156819;116443;95964;7472866;1044
996;154185;148626;105033;8843856;1312
997;181395;192512;121125;14460062;960
998;157111;292571;92160;3416945;584
999;160914;88649;48567;291109;424
1000;148626;235228;101815;25483577;1036
Average;178599;198409;186036;18321435;1158
Range;575196;1166190;1724125;61221205;2068
