;DFS;BFS;A-Star;IDA;path Length
169;154478;100352;88064;4674710;960
170;164133;108837;103570;6488069;1036
171;166181;252197;293449;38293535;1700
172;153308;143653;130487;6664783;948
173;155063;183150;196316;11337152;748
174;160329;88941;73729;3944451;888
175;152722;232887;272677;27730235;1308
176;155648;110592;60270;1906104;644
177;150382;162670;146286;9378970;884
178;155063;144238;90405;5109179;752
179;177591;116151;119077;7947417;968
180;153893;103863;86894;4930710;988
181;152137;198656;186661;11651082;928
182;156233;173788;192512;16808535;1408
183;156818;247223;143945;24435878;1244
184;160037;157696;119369;6604513;1064
185;153308;189587;169691;21094125;1528
186;159451;118491;65829;3154508;612
187;153015;277358;208604;33986002;1480
188;155648;239031;101815;22853651;1172
189;157696;191927;155356;9882778;1232
190;153600;178469;59684;4939780;668
191;155355;171447;133120;16627725;1376
192;186368;244004;197778;34875713;1572
193;202167;134583;175543;3475751;628
194;192219;254538;160329;38886285;1652
195;222647;159744;181979;15073000;1232
196;186953;136631;135461;12321071;1168
197;207726;139849;101230;6009130;776
198;200411;168521;190464;15181544;1200
199;199242;143360;208019;3651001;680
200;184905;250149;311296;38980200;1692
201;187538;191635;162377;11221879;924
202;187246;143945;178469;8335952;780
203;193390;231131;182273;17579753;1144
204;197193;200997;110007;17951027;1132
205;186954;199534;241372;19629218;1104
206;185490;175250;156526;21844278;1716
207;200119;237276;179054;33040411;1456
208;186661;219721;280284;23648567;1120
209;186661;246931;325047;32030746;1192
210;186660;250441;115566;17211113;880
211;153308;131657;110592;6765720;784
212;153015;215918;201875;18292751;1104
213;154478;214747;247808;27475698;1764
214;151552;127561;92745;7126168;900
215;153307;179054;270044;4146326;656
216;162085;270922;328851;49479427;2372
217;161792;239616;152722;27028356;1340
218;160037;97719;84553;4115606;940
219;163255;226451;197778;27195121;1400
220;157403;96256;281161;2479544;624
221;154771;210066;166473;24012820;1940
222;160037;260389;337628;28266519;1260
223;153600;173788;70802;7818977;736
224;154477;194853;252197;13110136;864
225;154477;175543;84553;6176481;840
226;153015;253660;307786;50510157;2428
227;157989;146286;181101;12608668;1144
228;153600;173788;221184;9673004;876
229;153307;255415;190757;42823714;1756
230;158281;111177;85724;5586656;988
231;155648;126098;121710;7883343;944
232;156233;178176;228206;8409972;820
233;155356;141604;89527;4224150;700
234;166766;261267;166474;20293356;1004
235;155356;190172;145116;18479704;1348
236;154771;169106;83675;12575608;904
237;156818;153893;99182;6997729;768
238;155648;169984;127561;9076744;988
239;155649;232302;125513;23716444;1260
240;156818;226743;252489;32813960;1956
241;155941;163840;83675;10628544;904
242;157111;263607;248393;54270580;2132
243;157111;236690;260681;30609140;1400
244;156234;193390;65828;6430140;676
245;157403;224402;196901;31282933;2120
246;162670;151260;109130;6955014;1020
247;155355;256585;171155;38534029;1940
248;168229;208311;243419;22967461;1352
249;157111;220892;168229;18182159;1016
250;153308;209189;131657;20946376;1268
251;157696;203922;107082;13866434;972
252;153308;101522;56758;1785272;552
253;152723;237276;258633;33193718;1596
254;155063;107666;302812;2735838;640
255;165011;100059;59685;3054448;732
256;153601;179639;175835;6690236;708
257;156818;173203;66707;7688783;728
258;159159;95086;95671;855480;480
259;151259;133997;96841;8433086;1128
260;153308;271507;201582;32949128;1536
261;153600;194560;182272;23352778;1396
262;155063;229083;275310;29811590;1632
263;155063;272091;330021;26353685;1296
264;155063;150382;162377;9075866;1144
265;154186;138679;102107;12677715;1132
266;158574;226158;258048;20176035;1060
267;168814;223524;209481;16668392;1048
268;161207;192220;136046;13548116;1336
269;163840;169107;70803;7291764;760
270;153015;237569;249564;27767977;1580
271;167351;260681;311296;42000418;2224
272;155940;156233;174373;14310265;1692
273;156818;160622;69925;7320436;792
274;155355;97134;102107;4393841;1056
275;154185;187246;214748;17069801;1092
276;173203;232595;280868;28431529;1544
277;156233;249271;137216;33746386;1480
278;155355;215040;174666;16384306;1212
279;152137;155940;74898;11201691;896
280;155356;120247;49152;1304285;516
281;150674;195145;228791;14357077;964
282;154770;232302;290231;31985104;1680
283;153015;110885;96548;6985441;1088
284;167643;148626;224988;1918393;564
285;153015;190757;116736;9386284;848
286;154185;96256;66999;1208321;524
287;151552;130487;168522;2945904;640
288;152429;212992;252490;26466032;1484
289;157111;176420;198948;10664822;1088
290;157989;229961;134876;26561411;1428
291;155648;221184;155063;22600283;1484
292;155063;243127;280284;31465790;1332
293;172032;152138;268874;3166211;580
294;152722;254830;241957;39697586;1592
295;156233;252489;284965;45723977;1844
296;184905;170276;165596;17525335;1356
297;188416;82798;67876;2174392;616
298;190756;139849;130195;8640519;952
299;193390;155648;174666;10417600;920
300;200704;201290;117907;17577998;1160
301;186075;227036;149505;27713265;1244
302;189879;241372;300763;27784360;1208
303;193097;247223;132828;29023109;1236
304;194560;254245;190172;28471612;1208
305;186953;230546;159452;16756457;976
306;192512;151553;188709;12392458;1360
307;192512;105326;163255;3625256;652
308;197486;224695;128439;20238938;1276
309;195438;248101;275895;36459696;1424
310;186661;112348;110007;7630854;1248
311;188416;171739;210652;14497218;984
312;169399;745765;215333;32397630;1212
313;167644;157111;119662;7391824;848
314;161207;189586;225573;8762813;924
315;153308;175836;144238;16311456;1352
316;154771;186076;138971;13193227;832
317;154771;236398;248978;26150933;1176
318;161207;198364;223817;19433780;1180
319;168813;110885;92160;6465541;1004
320;154478;167936;225280;11122697;916
321;153892;247809;301348;41593743;1800
322;594799;267996;321829;38675926;1712
323;176713;248394;129316;27026015;1252
324;154478;79580;84846;1051795;552
325;150675;189001;110884;12247050;856
326;155356;186368;181394;20593534;1552
327;155356;237568;201290;29374780;2108
328;156234;204801;185490;32386220;1440
329;157111;169984;148626;5518486;672
330;153600;154478;126976;11348270;1068
331;162963;171740;130487;9387162;868
332;165010;192805;130195;12438977;812
333;154478;241957;86894;17015090;984
334;155355;246053;254829;36657474;1896
335;160914;147163;113225;7398552;776
336;155356;204508;171447;25965443;1928
337;155356;101522;113518;2763047;744
338;197779;260097;123758;15739478;1148
339;175250;212114;194853;14650233;1056
340;177299;320366;280576;28879749;1572
341;154770;127854;74020;1887965;556
342;155941;179346;97426;13162507;1140
343;157111;421888;167643;26554390;1384
344;156233;241665;265070;37223015;1472
345;155648;172325;165596;15158138;1172
346;154185;227328;171447;20859482;1076
347;155063;260388;260389;36012061;1476
348;156234;203922;108837;21445503;1236
349;154185;231424;85431;12982867;848
350;187831;146286;98597;6451790;1008
351;153892;209189;163548;15514783;896
352;170570;226743;158282;18994631;1432
353;154771;165010;134875;13126812;1108
354;155063;184028;219721;19015403;1244
355;156234;192805;347283;14136185;996
356;158281;225865;170862;33441527;1972
357;155356;161792;187246;4974596;700
358;155356;139557;128439;13499841;1380
359;154477;163548;91283;7668303;804
360;157988;164425;104741;7119732;948
361;153600;199827;153015;26961356;1552
362;157696;254245;219721;39799986;1508
363;154478;143068;126391;10555693;1304
364;155648;215333;94793;11331886;864
365;411648;256878;219136;40962666;2276
366;154185;248686;238446;36438923;1476
367;156818;231717;762734;34047150;1668
368;154478;211822;240494;17911238;1104
369;155940;192512;78995;14214595;904
370;155648;256293;154186;9266329;852
371;153893;186076;202167;15273996;1056
372;154185;177591;187246;14082351;976
373;155649;153893;182272;9189969;824
374;155356;116444;62318;3252226;652
375;160914;210652;249271;24356299;1576
376;165303;252197;304859;19762338;1092
377;158574;172324;127269;10959150;1184
378;154770;212699;257170;27962245;1460
379;152722;209481;251027;18262908;1012
380;155356;191635;204215;14983180;924
381;155648;165888;66999;4823337;664
382;153307;161500;173203;17130071;1844
383;155063;142774;44178;1983344;500
384;164133;210945;120540;14688853;980
385;153893;120247;92745;3855216;816
386;154186;191927;252489;12714579;1080
387;160622;230839;254245;32190197;1604
388;153893;232887;189879;30142781;1580
389;154185;201290;135460;19147060;1076
390;169399;99475;49445;1994754;572
391;159452;214455;172032;19090593;1124
392;159159;220306;1073153;22355986;1532
393;183735;251027;301934;37040158;1388
394;164426;119370;50030;1318913;516
395;154770;1242259;297253;32141046;1372
396;349330;207141;131072;14559536;1228
397;160329;194267;224695;13190886;888
398;185783;169399;184612;14039929;968
399;189586;178762;203045;7475791;728
400;195438;138094;322999;6715690;756
401;187539;166766;133120;19201185;1392
402;192220;267703;327388;45716078;1928
403;186661;251611;192512;34559735;1144
404;186661;149212;141897;6335054;664
405;192804;138679;71972;2149524;564
406;185490;256586;214747;38793540;1844
407;186368;191342;133705;19842503;1240
408;187246;171447;101815;11732124;988
409;188416;184027;149796;19590014;1300
410;156233;260974;176421;46912404;1796
411;157111;222062;246638;13572400;792
412;154771;181979;183149;14669251;1124
413;161792;211822;204800;20671651;1328
414;169399;259803;401701;55567259;2212
415;155063;227328;104448;17112224;1248
416;155940;236398;159744;30958178;1588
417;165888;218551;113225;21241288;1160
418;164718;208604;230254;22723164;1100
419;159451;272384;317733;50806240;2064
420;155940;215333;205677;24616979;1260
421;155063;221476;111177;15839538;1020
422;155648;117322;108252;5740549;752
423;162377;250734;107082;23329079;1100
424;153015;241957;219136;23387887;1560
425;155648;192804;160037;13675970;924
426;153601;109714;44470;922478;488
427;151552;258634;177883;44217526;1864
428;153015;165595;144823;12780116;1308
429;155355;237276;281162;23921830;1040
430;156526;209774;239031;17673084;872
431;155062;175251;191927;8989849;1020
432;155940;147456;55003;2717990;596
433;155063;322122;214455;36853790;1472
434;160621;208311;222940;26894066;1704
435;154770;329143;327095;46693267;2000
436;154186;215918;281454;17159913;1056
437;158281;148919;170569;10863771;1368
438;153308;155063;63488;5608306;676
439;153308;249564;175836;30153899;1164
440;154186;181687;204508;18868824;1192
441;153307;195145;197486;17682154;1064
442;154478;131365;124050;4890336;764
443;153015;246345;1279416;28329421;1348
444;157989;229376;157404;30754256;1596
445;155063;148919;127853;5108009;700
446;154185;194853;157111;13908564;1124
447;156234;187831;141020;18867947;1252
448;159159;132828;143653;7838580;1044
449;154770;179346;208604;7441853;912
450;175543;232302;266240;35745529;1896
451;155940;150382;64951;5904974;744
452;157696;209188;258634;25806284;1512
453;155648;166766;147164;10163062;816
454;155355;179054;75484;5504444;724
455;152723;155648;140142;13235357;1384
456;167644;241957;275603;32572881;1544
457;157989;143360;116151;11364068;1256
458;158282;263607;244297;48903646;2432
459;154771;185783;148334;19505460;1380
460;156526;219721;119076;10102207;880
461;165303;166473;127854;9154567;1012
462;155063;259218;196608;43821384;1696
463;184320;145700;135461;7425177;904
464;154185;210945;124635;23422703;1296
465;153600;236983;202167;31275619;1524
466;172910;157403;71973;5562958;692
467;153015;166180;185783;14535253;1352
468;158866;139557;113810;6412293;880
469;151552;244297;288183;28406953;1376
470;159159;150675;161207;5053883;708
471;170569;146286;141605;10049836;1048
472;154478;182858;147164;7465551;644
473;163255;153893;129901;8261346;860
474;171447;232302;251319;29145989;1648
475;162670;270921;337921;46766703;1908
476;154770;250442;256877;19540861;984
477;158281;179639;146871;18841908;1704
478;155063;141313;217380;3512615;704
479;166474;224695;249856;21939364;1564
480;326803;198656;229083;17314976;1208
481;155356;179639;65828;7463210;780
482;153307;177005;90405;13622137;1012
483;164133;222355;267703;22588581;1156
484;153893;122588;65243;5347624;764
485;158574;256878;194853;42300597;2124
486;154185;119662;68462;4869563;792
487;156818;219136;263315;27076338;1604
488;154185;188124;176421;5995086;748
489;187539;206555;271214;25253909;1228
490;190172;260974;250441;39836265;1404
491;189001;122880;76654;4707771;736
492;184027;146871;177884;8254324;912
493;187246;153308;192220;12108078;1012
494;188416;210066;190172;23816504;1452
495;186661;135168;107081;5134047;708
496;185491;183442;108251;10094600;872
497;189294;148334;76361;16876118;744
498;160037;207726;205970;20151751;1144
499;189001;189001;246345;21171071;1396
500;152137;180809;81335;11831013;860
501;154185;212407;259511;33222975;1736
502;158866;244882;167644;26293416;1276
503;153893;197486;179054;17807081;1184
504;155648;218551;223232;15103134;864
505;158866;189001;201290;22371785;1668
506;156525;234643;278528;18339269;1004
507;164425;268288;236398;47207023;1856
508;156526;157111;201582;4782962;816
509;158867;260389;273555;48133305;2492
510;154478;203923;190757;9972890;776
511;155355;261267;319488;48971816;2488
512;157697;198657;155355;21978861;1512
513;159159;254830;310126;42284212;1736
514;154478;158281;263607;8037821;848
515;154185;239909;268873;34012919;1540
516;153893;212408;117907;15807062;1240
517;153308;79580;72851;1938287;804
518;153015;186660;224695;21591788;1452
519;178176;193975;157111;9011207;1220
520;154185;170277;180517;9912036;904
521;162377;174081;114981;12807617;1080
522;153892;216795;131950;17111053;1012
523;155940;187831;229669;22768220;1452
524;154185;216503;136924;23319717;1496
525;154477;125513;75191;4909060;704
526;155941;227036;164718;23417144;1736
527;154478;291987;248101;30136929;1476
528;153015;184613;128439;9658961;772
529;154185;148919;58807;4029882;608
530;155356;247808;125805;22017773;1100
531;156526;234642;276481;35495965;1840
532;157110;196316;119954;15189736;900
533;156234;236398;188709;34783552;1648
534;156233;251319;189879;41388358;1800
535;156233;153308;162377;4021397;604
536;157111;161792;131950;11583498;1044
537;156818;180224;160622;14027933;1040
538;174373;166766;322999;10887469;932
539;154770;151260;136924;6449450;664
540;154478;193098;174665;16418830;1240
541;270044;224403;178761;20817059;1116
542;156818;191049;136631;17825807;1112
543;156233;164718;81628;8349411;868
544;152722;130487;169984;5132877;692
545;160622;158281;62318;3195760;652
546;161500;88649;66999;3639299;688
547;161207;254537;286720;36666544;1568
548;155355;138679;124051;7950928;956
549;187538;139264;58514;3246375;632
550;154186;203045;189879;19376729;1212
551;155940;229376;258340;31084861;1704
552;155941;359571;87479;6749043;816
553;156818;127561;51200;2810150;580
554;150967;213577;251319;23909249;1360
555;158281;152722;191049;3993018;580
556;154770;241079;291109;41520893;1964
557;157989;238153;136338;20229575;1332
558;157404;147749;124343;5319246;680
559;154478;100352;58514;3330636;644
560;154185;207433;232887;26513721;1532
561;174665;115565;50615;1099777;516
562;151845;185197;98012;17271968;1044
563;170862;191927;221769;13554845;908
564;157404;196316;193390;23848687;1352
565;155941;241079;142483;36066187;1544
566;306030;132242;190172;2142795;520
567;153601;252489;133705;30596560;1292
568;154478;214162;248978;16629481;932
569;155648;224403;164718;34459675;1692
570;186660;234350;255415;25809502;1268
571;156819;228206;277358;21877631;1072
572;154771;129609;239616;957880;580
573;151259;208311;245468;33621458;2028
574;172617;267410;204507;42910608;2288
575;185197;225573;267118;29171443;1740
576;156526;257463;306908;36889191;1428
577;154478;138094;160329;7271869;888
578;154770;242834;125513;31361927;1368
579;156233;187538;127561;22372370;1404
580;275895;221476;141019;27776754;1132
581;286427;156818;1768011;6008545;652
582;277651;170276;242249;12170688;780
583;280576;168814;177591;12779530;880
584;283795;195731;295205;27660896;1392
585;289353;182564;397312;8180012;884
586;274433;210945;401116;15364401;884
587;279114;236690;346112;56151816;2024
588;283209;232302;334702;45329883;1988
589;294912;241372;202460;20798627;932
590;293449;265656;347867;50666683;1492
591;276773;84553;77824;643365;452
592;286427;214748;236398;23827621;1392
593;153015;228791;227328;31256016;1072
594;281161;180516;181687;10263706;760
595;285258;257463;1170872;43324012;1248
596;282039;173203;261267;14646722;1124
597;285257;182272;95378;7849698;728
598;283209;188124;275895;21072767;1048
599;276188;119077;145408;4316603;868
600;281453;411063;351964;14079719;952
601;294327;280283;360448;50873824;1840
602;271214;237568;188416;46230127;1560
603;275018;131657;195145;7512070;796
604;279113;243127;163548;23876188;996
605;272384;209189;218551;30248984;1072
606;199827;265362;276773;17905386;1140
607;188416;201581;246053;27910751;1652
608;406675;236105;302227;35841784;1408
609;196023;86308;61148;1446182;564
610;149797;193097;229669;17984088;1096
611;156818;97719;43886;512878;488
612;150674;229668;273555;40830131;2320
613;191927;117321;57344;1913419;544
614;198071;151552;128731;11682386;1328
615;186076;134876;130194;10274532;980
616;187831;166181;153600;9826897;1048
617;188124;148919;178176;10025845;904
618;155356;155941;89527;5452366;756
619;155355;244882;164132;37406750;1628
620;154478;207725;223232;15929942;1196
621;154770;230839;272384;26231975;1292
622;160329;209482;192512;23390227;1324
623;157404;248393;288183;28019588;1148
624;154185;246053;302226;38361411;1500
625;155356;189294;122003;5500054;656
626;154770;255415;141897;17279868;1128
627;155356;158282;121124;9520867;788
628;153892;160622;204215;3188153;580
629;155356;196608;98597;5371323;668
630;156233;150967;216503;8918754;1032
631;156525;231717;228791;26647427;1276
632;154185;243712;261852;30501767;1428
633;198363;143945;149504;7072334;888
634;152722;265070;204508;45567744;1692
635;155356;240202;143945;35905565;1540
636;155063;158282;230839;4052995;716
637;156233;289353;184906;16400397;1356
638;205971;126684;120247;4261599;736
639;153600;165011;217674;6664490;632
640;222939;711535;124928;6390058;1024
641;155063;193682;173788;20913607;1744
642;157696;165888;191049;12845944;968
643;157404;96841;57929;557349;464
644;151259;189002;126684;13376961;944
645;165596;227913;160622;31047120;1624
646;165888;198363;221769;11504795;844
647;156526;245467;165888;34349669;1672
648;155648;195731;207433;18997849;1296
649;162084;216503;331776;23686894;1216
650;160915;203922;259511;5786482;664
651;153600;199826;148919;20858897;1252
652;154185;148919;135461;14082937;1592
653;165303;195438;188708;14585575;1268
654;156233;205092;153308;24808614;1556
655;193975;142189;249564;3688451;648
656;156233;268873;301349;48444016;2300
657;356937;183443;231717;16970034;1284
658;155941;216796;133412;23674314;1276
659;155941;103570;272385;416622;436
660;152722;239616;109130;20025945;1108
661;176128;144238;123758;5589582;872
662;158866;212699;202459;26890555;1924
663;157111;162377;181980;11389522;944
664;155648;227913;100938;17193266;1012
665;160329;253660;230839;33208931;1656
666;161793;213577;256585;13633254;936
667;155355;177006;185198;17030889;1120
668;155356;186660;112348;17746519;1180
669;173495;130194;73436;2378607;604
670;166473;202460;234349;24282863;1396
671;157989;148919;165888;6694625;832
672;168229;244298;303104;40199054;1832
673;173788;263022;313051;22480621;1136
674;155063;155648;137801;12698781;1096
675;156233;125806;99182;8488382;1028
676;157111;166765;69924;6575840;788
677;165010;193390;171447;19365903;1552
678;180517;391168;185783;17356814;1252
679;155355;169985;146871;16570966;1500
680;156526;249563;232302;36056532;1480
681;155355;110299;94793;5893563;1112
682;153600;769756;126099;21266449;1300
683;156819;109422;302520;3014951;796
684;154478;185783;227621;9778330;840
685;162670;222354;221769;20709392;1148
686;155356;176421;176421;15173644;1020
687;154770;162085;154770;8592245;804
688;165011;143068;139557;11003913;1048
689;155941;212992;222940;25312716;1528
690;157696;195730;213577;16977642;1000
691;158574;215333;128439;27777631;1332
692;155941;217381;246346;15227478;932
693;163840;297838;183735;38299972;1780
694;155063;120832;98596;5602455;824
695;155648;214748;214455;37321319;2248
696;189294;156233;65829;5078751;660
697;187831;201581;251026;26246604;1324
698;197193;228206;357815;27831757;1220
699;185491;1241966;178176;9237658;776
700;190464;151260;165010;3882719;584
701;188124;255707;301349;52850438;1636
702;216503;194853;167936;17952490;1692
703;187831;209188;235520;17610766;1120
704;188709;163547;258048;2953511;596
705;184320;118784;64658;2361346;624
706;187246;255122;121417;25327636;1060
707;196316;247808;330021;29200408;1344
708;157989;227621;208018;32595116;1600
709;187246;172617;228499;16920297;1696
710;158866;227913;150674;18635938;1044
711;155648;150675;76361;7102762;772
712;166766;239324;131365;22564590;1164
713;157696;165595;201874;18379059;1504
714;226451;203044;278821;11386304;888
715;160036;92160;93038;1873922;580
716;153600;600942;220891;12638803;972
717;159159;96548;88942;2589259;744
718;156233;196316;79872;9479614;808
719;153892;161499;144530;7601012;756
720;160622;198071;99474;15264048;964
721;156526;142190;142482;4146326;716
722;154478;141605;127268;10221577;1052
723;155941;225280;206555;10340653;700
724;153308;175251;146579;15185347;1016
725;152137;235227;156818;27236374;1404
726;154185;122003;91868;7788258;976
727;157696;229669;159159;34784138;1728
728;157697;207433;240787;25743088;1696
729;202460;210944;221477;14069479;1076
730;156818;240494;183150;33877166;1732
731;165303;150675;123172;13985510;1212
732;155941;197194;159158;19298027;1048
733;156526;181687;164133;17322875;1104
734;162963;176421;192220;17564832;1576
735;156526;157989;195730;11536686;1128
736;188416;168228;131657;17480572;1140
737;191049;124343;253952;4409347;656
738;188416;182565;206848;14242096;1052
739;155355;239617;229084;46668398;2312
740;723822;245761;307785;29628147;1384
741;155941;253075;255415;48893114;2184
742;168814;167644;93330;11172727;1012
743;154771;141605;152137;7781822;844
744;157111;149504;157111;12987549;1088
745;204800;232887;81042;9060652;912
746;155356;265362;243712;42419673;2276
747;156526;203044;148042;27057320;1496
748;156526;238738;126391;26341690;1332
749;156233;145408;130194;6331250;764
750;156526;256000;286721;38422559;1892
751;155063;189587;145701;20050521;1392
752;161792;131950;122003;5739086;832
753;154477;145115;146871;9278326;1068
754;156818;159159;179054;8591074;780
755;155648;153307;136924;13550456;1260
756;176128;123173;124050;4163880;776
757;155648;219136;157111;26301608;1460
758;155941;228791;117029;23997020;1288
759;160036;217674;275895;21884946;1192
760;156233;120247;226451;3860191;640
761;154186;174080;209189;9807588;760
762;156819;246345;301349;35592805;1420
763;170276;138094;220306;4500337;812
764;152722;226744;265362;25688963;1256
765;152137;231424;200119;27649777;1448
766;155940;165010;178761;12091694;1044
767;155940;218258;213578;35576714;1676
768;168521;168228;82212;8782416;868
769;160914;208604;100937;14358540;1012
770;156234;234350;285842;33637549;1428
771;152723;223232;250734;33846738;1912
772;155941;140727;153600;10442761;1208
773;155063;176129;206556;7040737;720
774;155941;131365;128439;5871036;920
775;154770;231717;174080;17266994;996
776;156233;92160;104448;5259853;1184
777;165888;82212;88357;2107979;656
778;160330;194853;118199;21934976;1280
779;155063;139264;122002;10916727;1240
780;154478;126391;132827;6797903;752
781;153600;287305;116151;23989413;1148
782;153893;186953;226743;20819400;1524
783;155941;105618;121125;4284419;760
784;156233;225865;137509;20644442;1560
785;157696;240786;198949;34063241;1544
786;157988;181395;189587;16309700;1004
787;157696;145115;99182;9526718;1036
788;166765;300178;237861;17625980;920
789;164718;205092;230254;16338665;1144
790;156818;113225;79872;4311629;708
791;163255;200119;162962;3394709;596
792;155063;232887;159159;20417992;1160
