;Prim;BFS;A-Star;IDA;path Length
340;27927428;24457528;2921035;2354617;2720
341;23734584;31883875;6158341;5617669;2216
342;25239573;33731758;6442721;1692820;2192
343;24678712;29842017;6435992;3069369;2504
344;24688074;32945325;4569970;4575528;2196
345;24417738;32497982;1271809;4944168;2148
346;23052014;18237162;1402004;728796;2340
347;26298682;10692324;1447059;760101;2116
348;25629571;7505048;767708;620252;2176
349;24641848;11045165;815397;557934;2256
350;25049401;21491730;2303124;1025464;2276
351;23697134;13986973;1220024;1638401;2268
352;23892572;31665032;1109139;3991263;2192
353;24339914;23649445;2950000;5765125;2344
354;24710603;31708624;3567327;1728221;2144
355;23591516;9888630;865720;1452033;2160
356;24188947;31138403;7043370;4503555;2168
357;23363018;29262140;17206139;8653684;2132
358;24834946;30501474;4457622;5561788;2204
359;23604096;7849113;830611;1799023;2164
360;24166127;28610583;2595696;3400560;2244
361;22486765;27742816;3106526;1335005;2656
362;23576010;29136627;86833807;8218923;2304
363;23828499;22776411;1318328;808668;2724
364;23605560;30792583;5579342;2410791;2148
365;24574556;30198370;1701012;5218015;2288
366;23730195;12192046;1428042;663552;2148
367;23914808;24729035;1635183;5801403;2232
368;22403090;22057270;1531320;553545;2508
369;24494685;26633676;2215353;6677948;2528
370;23490579;30852559;6601587;8464391;2228
371;24055535;30589245;5840315;3839125;2228
372;24995275;24170516;2338818;2193410;2956
373;23413047;30926288;4779451;2519920;2160
374;24190411;31393817;5474894;1738754;2296
375;23610534;31893237;3682307;3524903;2204
376;23471855;13336002;1041262;1246940;2132
377;24304805;28384425;6375137;2463453;2196
378;24083622;32165329;11471735;5750789;2188
379;24785501;31679368;4034563;4983080;2212
380;24730205;18609898;1423654;1110310;2392
381;24629853;26376799;3184058;3441520;2484
382;23378524;29080745;8289140;4397645;2436
383;24012234;29203918;7864327;7205747;2376
384;24650626;28435626;2002653;1214465;2280
385;24707970;30644248;1991535;7764560;2244
386;24523357;28870679;2390896;1072861;2376
387;23171968;30767422;7115928;3520222;2412
388;24987961;21445210;1643083;1027804;2180
389;23923293;31900259;7632902;3303719;2304
390;23360384;29804276;5552425;1457884;2400
391;24156765;31834430;3782951;6145468;2164
392;23533587;13850635;2363101;981578;2152
393;23016320;30768592;12782749;6871046;2224
394;23333468;25696569;2772994;827100;2448
395;24017793;25104697;1392642;1640157;2380
396;23798071;31384748;8985753;5989235;2300
397;24282278;23726391;1325935;5111519;2260
398;23904275;28484778;3070540;5387708;2240
399;24479764;31483344;10987529;6194912;2180
400;24678712;25316812;6689651;3220629;2324
401;23548508;29019306;3826837;4111217;2200
402;24890242;21127771;1576084;2057072;2376
403;22678107;22006948;1103288;375369;2524
404;23484143;12547814;828563;2051220;2196
405;24044125;29226154;13242379;7681762;2332
406;23989999;15075340;1147173;4157736;2288
407;22848091;31734956;9438654;5007071;2260
408;24324408;25382932;8277145;4767747;2560
409;23342245;28813043;6150734;3761594;2316
410;24261505;24054072;4780621;3337950;2132
411;26032149;26914545;41681223;4140182;2212
412;24496732;27630761;2048294;3391783;2168
413;24434415;13899495;1293752;3383298;2152
414;24625172;27203606;1923658;944422;2484
415;23712348;32118517;5730893;3118521;2212
416;24212061;7998909;781752;378296;2180
417;24060801;31244020;6058574;4896186;2160
418;23657638;28924805;20082412;8272464;2280
419;24920669;28989463;4264817;3973708;2304
420;23785199;29761560;9482248;8023486;2228
421;23213513;31137232;24549981;12997204;2184
422;23643887;29526918;12362908;3823911;2440
423;22815616;25667605;2009090;1392934;2544
424;25134246;32117347;13398904;6695502;2180
425;24939979;32323903;4398522;2229396;2168
426;24328211;30050328;7692001;3910513;2296
427;23559040;28802802;16699991;9394476;2460
428;23012224;14253214;1103288;1862804;2180
429;25132491;14053973;1342611;443831;2348
430;23539731;29685784;6890941;5032232;2252
431;23035923;14777210;1281756;707438;2184
432;22846044;31501483;6669464;3595120;2324
433;24005797;29608253;16652301;7921378;2200
434;23968641;27833513;136927050;6199886;2576
435;24536230;29376535;1087781;2119097;2228
436;23436161;30485090;18383741;8959130;2232
437;23487654;23767351;2633145;1218269;2412
438;23558456;31524596;3430403;4445626;2232
439;24128385;18251206;1555311;2050050;2408
440;23833472;31535130;6919027;3735555;2244
441;24028326;29259799;17512462;7996569;2336
442;23809482;13204637;877422;382683;2156
443;23796316;26089785;2937420;5218600;2672
444;25536240;31450283;1450277;6788248;2184
445;23542364;30223238;2039810;676133;2200
446;24735179;22526556;2512605;1640742;2680
447;24458698;31729397;2254850;1794342;2156
448;23310354;30532779;12541377;7960289;2168
449;22850432;29553249;2858426;1663855;2272
450;23902227;28774131;2370415;1170579;2264
451;24482397;28418948;16251771;7961753;2352
452;24480934;32318344;2708335;4688753;2204
453;23228435;27465750;11058331;1778543;2368
454;25079829;32057955;14242973;3000908;2184
455;23309477;29098885;18506620;9726545;2272
456;23892573;27519583;3393246;5545404;2272
457;24409839;15162526;1083685;841143;2328
458;22316196;20374691;1460225;595968;2540
459;23397542;27061709;3250471;1540097;2216
460;22679863;20001369;1998265;2059119;2272
461;24404865;30851097;2763924;4773599;2184
462;24322945;9627948;844362;370688;2244
463;23382327;12796500;1037167;1084271;2216
464;24188655;28973080;13542558;8776564;2344
465;24078062;29650383;3315423;2692537;2312
466;24338159;27662359;4753704;2240514;2604
467;25431792;23564014;2590137;999425;2376
468;24178122;30114402;10226257;7788550;2124
469;23054354;8933091;815105;1131375;2216
470;24452262;24941442;3431866;6421363;2396
471;23786662;30215631;2437122;1211247;2248
472;24253898;21441700;2100079;1013176;2180
473;23083612;22170788;1732024;934474;2580
474;23432357;26614659;1764792;2199846;2376
475;24349862;31787326;4425146;3439765;2256
476;23963667;30319494;7460285;6548047;2236
477;23135982;8887156;773560;285257;2212
478;24737812;10517951;871864;450268;2172
479;23446693;31375093;12216330;6045408;2244
480;22897829;14193237;2053561;2136358;2240
481;24711480;28239895;17353888;8146073;2504
482;25264441;20638590;1166191;808083;2372
483;23688357;31519038;1594808;1092755;2256
484;23355411;28552069;19033835;7203992;2376
485;23489116;28069325;4348493;2101249;2560
486;23893157;30495037;4905257;2689904;2200
487;25003467;31933904;4996832;3235843;2160
488;24520139;13124180;874205;2547714;2256
489;23853368;29971334;18173966;8215705;2212
490;24338451;31027518;5913166;6564722;2264
491;23572499;19538521;1527517;745180;2396
492;23759160;29739909;15757910;8049816;2224
493;23337564;15575637;1430675;1518740;2240
494;25150045;19911257;1005569;603283;2432
495;24094447;30487430;2375682;1069934;2240
496;24171394;23270565;3079024;1636938;2272
497;23951964;30530146;17441367;8505643;2144
498;23491456;33280026;7329213;7211599;2260
499;24177537;27124904;2396454;2506754;2264
500;24329674;31570530;2404647;497079;2204
Average;24343713;26389146;6272804;3557268;2310
Range;41172439;113815059;136179529;16999584;856
