1;47397;25453;44764;443246;278
2;40375;20773;40083;177884;158
3;38912;18432;31890;128731;142
4;33938;18140;28379;142482;170
5;38327;19310;14628;7021;90
6;35694;21065;38912;68462;122
7;35109;18432;34231;166473;154
8;49152;23991;38912;217381;194
9;34816;25454;28379;193682;142
10;50615;25161;49444;403749;218
11;34816;23990;38327;153600;134
12;39790;19894;38327;56174;106
13;37156;22821;26917;150967;126
14;37742;16677;25747;52662;130
15;53541;25454;58514;553253;226
16;45641;34231;47981;246345;186
17;47397;13166;28086;13166;82
18;53248;24869;30135;174372;146
19;43300;29257;45934;498835;222
20;40374;22528;31305;205092;190
21;31598;20480;41253;44178;98
22;36864;21650;47104;243712;194
23;37156;23991;30135;102986;146
24;38034;28379;53248;631077;282
25;39205;21650;44178;50615;126
26;39497;20773;40375;231717;130
27;38620;13751;24869;85431;138
28;35109;15213;26624;52078;126
29;34816;16969;23114;45641;122
30;40960;20773;37449;102692;118
31;33938;27794;43886;619081;222
32;36571;28672;58807;533943;286
33;44471;25161;51492;160915;130
34;36864;22821;47104;120247;142
35;37157;21650;29842;171739;166
36;36279;23991;31891;322122;182
37;35401;19895;46811;164718;150
38;36279;24576;48567;256293;130
39;44178;14921;19017;10240;82
40;34231;17554;23114;140434;142
41;46518;19310;27794;153892;150
42;41546;21651;34816;166766;150
43;36572;24576;89234;539794;218
44;40960;28087;59978;598602;234
45;33939;14629;18432;28087;106
46;38035;40375;36571;511708;274
47;25161;12581;10825;5559;82
48;24284;14628;28380;64658;118
49;28379;18140;16676;102692;126
50;27795;21357;41545;157989;162
51;28672;15799;15213;51200;122
52;25747;15799;28087;147749;146
53;35109;11118;19895;22236;94
54;27502;20773;20480;229961;154
55;28964;17262;14921;45349;114
56;22821;19017;41545;561737;278
57;26917;11118;17262;14043;90
58;26624;11703;22236;48567;122
59;27795;14336;22821;41838;126
60;23699;11702;13166;7314;86
61;23406;17847;20187;167643;142
62;26331;9655;11410;5267;98
63;26624;16676;30720;148041;182
64;28965;12288;28379;25454;98
65;23405;13458;31012;7314;94
66;25161;16969;18432;141897;118
67;24284;13458;18139;21943;94
68;25161;20187;19017;452901;170
69;32475;19017;23113;124051;154
70;32475;18724;31013;305737;210
71;37157;13458;21943;33938;118
72;32183;13458;13751;21650;110
73;25746;17847;19895;182272;142
74;28672;14043;19017;57344;142
75;28672;21650;36572;308955;226
76;27209;16970;30720;176713;158
77;26039;15214;9947;4096;82
78;23699;12580;14629;16677;106
79;24868;16384;20480;117321;178
80;28379;16091;31305;136923;198
81;23991;19602;30135;304860;166
82;27502;11410;17555;27209;102
83;30135;15506;29550;24868;98
84;29842;20480;37449;339091;226
85;24284;21065;41253;380928;214
86;25161;15507;29842;14044;86
87;29257;9655;14044;35109;122
88;24284;11996;22528;61147;134
89;25746;16091;34231;38620;118
90;28379;15507;18725;53248;122
91;24576;14628;27209;23991;114
92;24869;22821;33939;246638;174
93;23699;13458;22820;38035;130
94;30720;14921;21943;90697;106
95;24869;19310;38035;344064;186
96;25454;19602;23991;259512;210
97;26038;11118;14629;9947;86
98;39789;20480;14921;49152;114
99;29549;15506;30720;62317;134
100;27794;15214;47396;103571;114
101;23991;16969;22820;13459;110
102;29257;12581;32183;15213;98
103;38327;15507;32475;133120;190
104;26916;18724;20773;194560;134
