;Prim;BFS;A-Star;IDA;path Length
97;2081062;2717990;962560;652143;670
98;2106223;2804300;759516;287598;706
99;2175856;2829753;445294;183735;678
100;2104176;2791426;1660344;769464;670
101;2033373;779703;134875;85138;706
102;2013478;1615874;216503;127854;742
103;2074918;2120267;419255;404626;742
104;2074626;2199554;265070;136631;722
105;2077259;975434;138679;230546;686
106;2042735;1486556;217673;187538;670
107;2089254;2434781;377125;306615;754
108;2117926;2751344;1301066;618789;706
109;2014063;883566;115566;35401;690
110;2076966;1715055;279699;203630;690
111;2138699;2801374;861624;373322;690
112;2157424;2789086;610305;537162;678
113;2070530;2733497;804572;407553;694
114;2034544;2593063;1979832;171740;842
115;2141332;1981588;277651;148041;706
116;2082818;2651284;385024;651557;706
117;2112660;2666498;605038;266826;802
118;2108564;2493004;425984;401116;730
119;2106224;1635183;153307;55004;734
120;2095983;2821853;206848;76947;686
121;2082818;2689026;712705;302227;750
122;2084573;2717113;576074;271506;770
123;2082232;2096568;456704;437687;694
124;2088669;2750759;536576;227913;678
125;2054146;2721502;413697;383562;654
126;2075503;2818343;610304;354012;710
127;2095399;2726475;1266835;709487;662
128;2240221;2670009;1010542;278821;834
129;2059412;1537757;156233;58515;698
130;2141332;2570535;658579;275602;746
131;2091888;2720038;720897;800184;718
132;2077551;2671764;198656;79287;726
133;2123193;2625245;324169;156818;690
134;2123486;2742274;446465;217673;698
135;2142795;2437707;547402;409015;730
136;2009090;1099484;117029;250441;674
137;2110320;2720038;1283219;139264;702
138;2088962;2500025;722652;355768;758
139;2133140;2808980;410771;662968;706
140;2140747;2797278;871278;669404;702
141;2070237;2387677;227914;76069;882
142;2074333;2795522;1402296;659749;694
143;2060875;2398795;276187;153015;766
144;2078136;2737300;1632842;578999;710
145;2164738;2551225;430666;281161;666
146;1986854;1963741;204507;74021;762
147;2111197;2770361;295497;343480;706
148;2069652;1212710;114396;74021;662
149;2138991;2313364;421303;319489;750
150;2176440;2794352;1331494;610597;678
151;2029569;2622027;599480;266240;874
152;2083988;1528102;168814;55881;698
153;2054731;1169116;141897;61440;694
154;2122900;2611202;389998;216210;806
155;2075503;16896599;261267;248393;658
156;2247828;1772984;199241;85138;734
157;2118511;2332966;442076;332947;706
158;2294932;2386214;447050;802524;722
159;2253680;2876565;1031607;725871;674
160;2124655;2811613;2799326;994744;710
161;2111782;2622320;387072;176713;874
162;2223544;2801666;1814237;755420;778
163;2179074;2910796;715923;242835;682
164;2211841;2447362;244297;291986;706
165;2058534;2057949;158574;341431;690
166;2130506;2867495;736988;890003;750
167;2079599;3466389;2118804;794625;742
168;2101835;2334430;299009;192220;798
169;2057656;2772995;668527;338213;790
170;2060289;1432724;145993;159451;726
171;2033958;2411375;253075;307200;702
172;2095984;2753977;494739;730844;742
173;2052391;3048304;231717;158867;786
174;2059120;2921913;578707;264192;726
175;2135773;2917817;615278;268580;690
176;2003531;2490078;268874;165303;810
177;2062630;2249291;234642;108544;818
178;2165908;2871884;174080;468115;686
179;2122900;3244327;922771;411941;710
180;2098031;2190484;250734;110299;826
181;2156254;2788208;324170;301349;686
182;2078136;2811906;392923;477477;798
183;2105346;2501196;217966;129610;770
184;2113246;2677323;322999;90112;710
185;2121730;3501498;419256;434469;722
186;2121437;2753685;820371;477184;674
187;2016989;963146;126391;85430;678
188;2050050;2770946;1762452;741084;730
189;2059704;1155951;142190;66706;678
190;2110027;1685506;162084;184613;698
191;2090717;3538362;797843;609427;710
192;2052098;2170590;223817;102400;750
193;2119682;1576376;143946;48275;710
194;2140162;2772409;878300;396434;738
195;2119974;2707751;372737;156526;750
196;2074626;2738764;438858;331191;698
197;2052975;2654796;270922;101522;770
198;2134310;2797571;749861;426862;738
199;2140454;2792304;274432;310711;722
200;2104175;2789378;1335005;509660;762
201;2067896;2975454;232887;116151;766
202;2088376;1497674;210359;225280;678
203;2086036;2159179;662968;430373;774
204;2147768;2569072;268288;370981;726
205;2138406;2833264;971338;447634;710
206;2076088;2646311;1287900;403456;810
207;2122900;2391481;136046;54711;702
208;2132555;2535134;299300;240787;742
209;2074626;2425127;257170;145408;698
210;2055901;1370698;129316;133706;702
211;2033080;2645726;641024;522533;754
212;2142795;2814247;741669;467529;722
213;2068189;3531047;1072275;594798;762
214;2175563;2845260;311881;322122;706
215;2070530;2326237;259804;104448;726
216;2108564;2802251;664723;314222;690
217;2134603;2188728;131072;147749;682
218;2080770;2358128;279698;509952;882
219;2106516;2178489;272092;433006;846
220;2070529;2239929;244590;242250;690
221;2054145;2507924;290524;118491;690
222;2008212;2454092;195146;62903;786
223;2071115;1942383;334702;379465;706
224;1992705;2226178;222939;71095;866
225;2051512;2987156;2592770;816568;710
226;2089839;2180537;153308;148626;706
227;2036006;2536303;573733;219721;798
228;2066434;2818343;603283;355475;742
229;2071115;2757780;1116161;320074;706
230;2100665;2772994;493861;310126;710
231;2113538;2736423;618789;287891;714
232;2081647;2779138;425692;704806;710
233;2092472;1777373;197194;261559;666
234;2076088;2679664;539209;325632;706
235;2077844;2498269;366300;606501;846
236;2108857;2531330;247223;152430;818
237;2088962;2739056;1196910;277943;802
238;2131969;2260994;709194;479232;754
239;2106808;2833849;951735;741377;710
240;2082818;2103590;533944;440321;754
241;2130507;3604483;413111;358985;782
242;2040102;2324482;336165;128439;814
243;2108271;2756610;308663;544768;706
244;2112660;2580483;393801;154771;698
245;2002653;2401428;241664;102985;762
246;2109442;2830046;440613;330898;678
247;2074333;3547724;192805;71972;674
248;2084281;2780601;449975;264192;706
249;2071700;2682004;475429;250734;854
250;2125241;2835898;357523;150675;750
251;2065849;2924839;720312;353134;746
252;2089547;2670887;525751;246345;846
253;2319216;2721502;213869;271507;742
254;2245195;2825365;204508;307493;690
255;2134603;2723257;1482753;619959;710
256;2099202;2866910;494154;523118;686
257;2117048;2720331;510245;466067;694
258;2131677;2550347;286428;113225;706
259;2961411;2792304;1269761;641609;678
260;2105638;2200139;180224;208897;702
261;2068481;2730571;706268;122588;794
262;2167079;2831801;402578;458460;674
263;2129336;2754269;1193985;436810;734
264;2118219;1757771;186369;106203;790
265;3358430;2055901;486546;223817;710
266;2092765;2106224;333825;122295;686
267;2119974;2852281;1182575;249564;758
268;2109442;2768605;1358411;591580;698
269;2197214;2990375;574318;380636;678
270;2073456;1887380;195438;112933;654
271;2148354;2407865;1049747;599480;730
272;2088376;1752212;211236;94793;698
273;2112367;2823901;991233;225865;698
274;2105053;2451165;188123;349038;702
275;2068482;1978077;157696;54711;774
276;2049172;2625246;525752;277065;790
277;2039810;2526941;543891;297838;726
278;2085744;2682589;803695;491228;686
279;2088669;2747540;2299320;894684;706
280;2002945;2040688;207433;91282;722
281;2192824;2805762;276773;117906;666
282;2041273;2694293;524874;238154;770
283;2096569;2600377;704805;336750;686
284;2145720;2841164;860160;442076;702
285;2128166;2739349;325924;94500;730
286;2256312;2428344;338212;583095;818
287;2205405;2776505;680815;272970;722
288;2033666;1679361;174372;60855;714
289;2014063;1930973;242835;190757;722
290;2078136;2748125;1360750;508197;658
291;2120560;2263627;268581;128732;806
292;2061753;2598329;171154;368640;710
293;2029570;1720907;177298;70217;694
294;2088669;2335014;595968;259804;702
295;2076967;1483923;154478;75484;730
296;2009675;2556784;251319;132828;838
297;2014648;1517569;147456;166473;686
298;2270357;2923962;335287;139265;718
299;2132847;2071114;195146;179054;694
300;2096276;1533076;187831;308078;658
301;2097154;2611202;452901;263900;742
302;2086036;2168541;155648;86894;682
303;2107394;2746371;877715;491813;770
304;2115878;2756025;2731742;1172920;706
305;2071992;2192825;298715;153600;814
306;2150109;2854915;1287901;253367;682
307;2132262;2773579;744010;445001;706
308;2088669;3559427;144530;71973;674
309;2033959;2634608;361619;223817;754
310;2118804;3733800;1411073;629322;702
311;2136358;2817173;453779;231717;738
312;2231736;1918685;151552;92160;706
313;2126703;2194580;375369;197486;766
314;2222959;1815992;207141;101230;766
315;2163275;1077249;140434;46812;702
316;2239051;1060572;135461;82505;674
317;2186973;2069652;188709;229962;690
318;2126996;936522;145408;162378;690
319;2179366;2770361;1479242;957002;754
320;2017282;1672633;135168;127561;702
321;2095105;2834142;314515;268581;710
322;2064678;3756913;1727050;841144;686
323;2086036;2015819;175835;78702;722
324;2134603;3100674;516096;283209;702
325;2048001;2352569;323877;188124;854
326;2089839;3229991;160037;167351;726
327;2186680;2681126;499127;273847;702
328;2081063;2578727;540380;306615;806
329;2141625;2449995;509660;238446;726
330;2150694;2689319;344065;508490;678
331;2142502;2602718;342601;580755;734
332;2239343;2290836;300178;532480;834
333;2095983;2208039;257170;457874;718
334;2129337;2233199;301056;359571;678
335;2088377;903461;125220;47397;694
336;2068482;2791427;1584861;642780;710
337;2065848;2002946;254830;73143;734
338;2126704;2835605;1385035;659457;714
339;2127288;2405232;359863;208018;718
340;2160934;2677909;332654;470748;782
341;2073748;2727060;2043906;921894;702
342;2132848;2746955;1136641;465481;738
343;2169711;2851403;1014346;484499;694
344;2062337;2748126;524581;239909;766
345;2103298;2222082;272384;95671;874
346;2122900;2837068;1167946;519900;714
347;2220326;2787037;655068;931548;666
348;2049172;2064678;232887;129025;754
349;2183170;2648359;864549;275895;762
350;2106223;2297565;241664;194268;686
351;2092180;2543618;330606;131365;826
352;2453214;2042443;442368;396727;702
353;2026058;2559124;493569;300178;850
354;2141624;2310146;1114405;130487;826
355;2134310;3239646;248393;224988;662
356;2036591;2012601;274140;114395;878
357;2050635;1391764;146871;140142;686
358;2092180;2809859;1536294;597431;674
359;2163567;2880954;835292;619082;682
360;2089254;2811029;1449985;634003;690
361;2110319;2844674;581632;263607;718
362;2108271;2732912;768000;346698;694
363;2098324;2427467;200412;117321;734
364;2126996;2725598;1287608;788188;698
365;2100080;2048001;316270;122295;850
366;2068482;1496504;222354;332361;738
367;2048294;2404646;475429;255122;766
368;2100664;2726476;455534;186661;710
369;2144551;2785575;633417;380050;738
370;2023133;2131385;369811;191634;766
371;1997094;2411961;341139;158867;798
372;2067896;2857255;451438;208311;710
373;2073163;2847600;1057354;508782;698
374;2106808;2347888;526922;341724;774
375;2085159;1395275;172325;56466;658
376;2139869;2061752;243127;196316;854
377;2139284;2146598;548572;433299;690
378;2055901;1245185;182858;154770;702
379;2274160;2741689;958465;651850;710
380;2004116;2421030;227036;75777;838
381;2056193;2442973;201582;541550;798
382;2067896;2739348;710364;423352;714
383;2128458;2015526;214162;107959;870
384;2095398;2734375;363081;148919;674
385;2076674;2712725;636636;498835;718
386;2069359;2426004;325924;119369;862
387;2078137;2353154;488302;352256;750
388;2371878;2877150;1062913;638684;746
389;2320971;2344377;269166;526922;762
390;2104468;2937712;557057;419548;670
391;2141332;2843504;1059402;440906;738
392;2122607;2840286;1110894;662089;678
393;2560002;2503535;427155;210652;786
394;2127288;2752515;311003;160036;670
395;2710091;2802836;416329;614986;694
396;1999142;2046539;167644;87187;746
397;2688149;2803129;1039507;447927;666
398;2064385;3038357;1573158;859283;674
399;2026936;1181990;162377;176421;666
400;2158594;2797570;348745;213870;670
401;2129337;2750174;798721;338213;726
402;2180244;2035714;158866;210944;790
403;2021085;2554150;217089;83675;758
404;2084573;2772409;855187;848165;802
405;2108856;2785575;450853;201874;818
406;2039517;1609437;164133;89820;682
407;2239637;2723550;1459348;739914;702
408;2171467;2355202;270043;121417;746
409;2042443;1410488;136339;51493;690
410;2149524;2848185;1081052;559105;730
411;2157716;2352276;291987;158867;702
412;2023426;1292289;143360;147748;698
413;2117048;2924839;917212;646584;698
414;2103005;1059987;170277;459630;718
415;2070822;2191069;297546;147749;878
416;2045954;1763330;224988;138971;666
417;2075796;2790256;1203347;371566;766
418;2157423;2448532;345235;586021;706
419;2081062;2790256;925989;559982;654
420;2152450;2594525;868353;425107;710
421;2116463;2798448;642195;258048;690
422;2098324;1799608;418085;250734;702
423;2227348;2852866;373321;413111;706
424;2125534;2327700;1297848;150382;714
425;2268015;2829753;408137;90990;690
426;2261287;2264798;222647;270921;862
427;2075211;1646008;151845;136338;734
428;2201602;2382997;377417;364545;730
429;2111197;2465209;507319;247808;690
430;2098909;2878905;356937;145408;706
431;2022256;1833546;282332;178469;706
432;2014649;1399956;607964;150967;702
433;2097446;2395870;281161;195730;722
434;2174978;2794645;1008495;393802;650
435;2229982;2038639;281454;125220;770
436;2144843;2824780;1667366;671745;718
437;2080769;1659759;248686;342016;718
438;2315119;2253387;137509;107959;682
439;2445021;2780016;1225875;498250;714
440;2110027;3272121;1055891;504101;730
441;2116756;3143975;346405;132828;690
442;2075796;3145438;523703;502345;674
443;2170589;3333269;1144833;559397;690
444;2152743;2613542;264192;284380;722
445;2082233;2729986;272092;112055;758
446;2526649;2797863;256000;183735;694
447;2211257;2797570;699831;408430;722
448;2638997;2866032;2293762;622885;738
449;2204235;3171770;539210;251904;690
450;2130507;2648651;444417;531603;702
451;2121144;2885634;258634;172910;694
452;2019914;1783809;166180;156526;738
453;2052390;2751052;1746945;813056;766
454;1995339;2262749;218259;117321;790
455;2069652;2615883;519022;354012;702
456;2119389;2718869;871571;400238;770
457;2150695;2762462;2039810;881519;718
458;2085744;2471060;428617;209481;898
459;2174392;3407290;344650;404627;690
460;2051220;2373341;197194;172910;758
461;2101542;1250743;135461;51200;670
462;2098031;2713310;303396;489472;710
463;2081355;2828582;356937;159159;714
464;2094228;1879773;206263;79579;678
465;2119097;2775334;468993;137216;690
466;2098031;2761292;736988;357230;790
467;2057071;2071407;216210;74313;706
468;2040688;1821844;227914;126683;698
469;2054145;2474279;464897;259511;726
470;2018452;942373;197486;76654;662
471;2150694;2541570;725578;294327;670
472;2069944;2523431;269751;95379;766
473;2278548;2742567;1179064;542428;682
474;2076966;2190777;206556;214748;726
475;2009382;2105931;278236;94793;818
476;2117634;2717406;780288;446757;722
477;2135480;2791719;560274;252782;746
478;2063215;2791719;378880;162084;662
479;2120852;2800204;296083;80750;786
480;2062630;2292884;467529;179346;818
481;2046832;1851979;231424;144238;770
482;2163567;2821269;596261;240201;706
483;2096568;3421333;648631;461093;682
484;2012015;2331211;331484;238153;758
485;2165908;2173807;380635;242834;778
486;1999142;1973689;399068;190464;806
487;2263042;1755722;237275;256000;662
488;2056779;2749589;517559;224988;794
489;2034251;944421;131657;171155;666
490;2024011;2255435;318610;235227;738
491;2100664;2810736;1263324;576074;718
492;2142209;1840569;369225;62610;670
493;2086621;2743152;398775;404334;710
494;2184047;2844674;404626;505271;698
495;2121730;2977210;228791;102985;666
496;2061167;2772409;460508;294327;714
497;2330334;3310156;349038;239031;730
498;2032496;2342328;357523;143068;786
499;2071992;1889428;132535;54418;678
500;2118512;2301076;316270;241079;718
501;2135773;3495354;679937;528092;698
502;2086036;2457309;1077834;342894;910
503;2045076;1093047;123172;93915;678
504;2095984;1682287;225866;308371;738
505;2091595;2789963;508197;208311;726
506;2121144;3030750;401116;394387;838
507;2171174;1265372;134583;50615;706
508;2134311;3339706;988892;440905;694
509;2097738;2851696;282039;156233;710
510;2108857;2850525;790529;374200;770
511;2119681;2741104;303690;222354;742
512;2001483;1241089;125513;126976;698
513;2076674;2457310;327095;356060;662
514;2139577;3239939;455827;135168;698
515;2110904;3367793;989185;491520;682
516;2069359;2740226;617619;283502;698
517;2114416;2593063;171447;98305;702
518;2103590;1723833;249272;246052;714
519;2097739;2548592;383561;162670;878
520;2128459;3086924;205971;73143;654
521;2117048;2369830;323877;134875;846
522;2033373;2316582;306030;211822;734
523;2122900;1764207;560860;414281;778
524;1994461;2208038;222940;81920;726
525;2100372;2657428;463726;667355;786
526;2152742;2366320;409600;538332;846
527;2126119;2762461;722652;349331;706
528;2669424;1910200;166473;280284;694
529;2228226;2792596;1172335;449097;770
530;2691075;1898790;173788;90697;690
531;2107979;1803412;142189;56174;678
532;2079892;2256898;561153;365129;766
533;2151280;2815125;934181;502639;682
534;2284985;2040980;186368;75484;754
535;2080769;2734668;614986;390876;726
536;2372756;2272989;238153;170862;702
537;2153034;2744322;786433;428032;706
538;2501196;2515239;344942;320952;702
539;2149817;2962580;321829;315100;694
540;2857840;2301662;290231;142190;870
541;2290251;2875979;273262;117907;706
542;2834142;2862521;681692;208018;718
543;2036884;2231444;302519;121417;738
544;2283229;2137529;310418;447342;746
545;2545081;2798156;2418690;1777081;686
546;2023718;2072285;316563;140434;770
547;2129337;2236418;225573;528092;850
548;2139577;2872176;1563795;665015;774
549;1998265;1704522;172617;68169;750
550;2137529;1526639;172325;423644;718
551;2104761;2955559;495032;633417;666
552;2118219;2834142;208311;121124;706
553;2045954;2081940;183735;83968;754
554;2093643;2778845;1314817;629907;686
555;2058826;2786745;3183765;584851;746
556;2078137;1089244;145408;84260;690
557;2122607;2702484;680229;178762;722
558;2083111;1927462;163547;53833;698
559;2053268;2700436;486840;349038;778
560;2055023;2627294;568174;240201;770
561;2131385;2694878;692517;297838;766
562;2075796;1576084;353427;268581;674
563;2135480;2112367;224109;109422;746
564;2144258;2816587;894684;355182;686
565;2177026;2782941;1114113;467822;706
566;2066141;1582520;198071;322122;662
567;2153327;2475449;283501;294913;690
568;2092473;2832386;1433602;610012;722
569;2151864;3062347;1208906;714752;686
570;2153913;2594232;434761;291108;722
571;2104760;2409620;506442;436517;726
572;2110904;2261872;368055;242834;730
573;2593355;2777968;792284;584266;726
574;2153913;2591014;550620;276773;762
575;2599792;2263627;310711;117906;834
576;2456139;1396152;168814;58514;722
577;2038639;2570243;336750;150089;726
578;2198091;2500610;653020;441198;698
579;2754270;2707458;581632;446464;678
580;2325652;2016404;208896;74606;742
581;2537181;2791426;349915;123465;678
582;2166493;2811906;948225;575196;718
583;2071700;2725890;311297;162962;758
584;2113537;2654210;1062913;224110;886
585;2134896;2763339;1674680;1297555;682
586;2149816;2747248;894684;646583;694
587;2086329;2787915;1017564;210359;742
588;2091302;2805177;968704;364251;718
589;2078722;2802544;1976906;756590;686
590;2076088;2167664;258633;119077;722
591;2113831;2604180;1012298;554423;702
592;2209794;3380666;1017565;366592;782
593;2310731;2979258;343772;478062;698
594;2084573;2735545;1258058;510245;722
595;2060289;2497392;541550;527506;722
596;2199554;2481008;502930;518144;694
597;2215937;1892646;196316;177298;742
598;2769190;2500317;292279;110300;766
599;2065849;2828582;502638;305445;778
600;2650114;3051815;379173;313637;682
601;2144257;2811321;752787;301349;666
602;2039225;2552688;619959;272092;818
603;2071700;2381826;249271;95086;782
604;2110904;2482763;245467;106789;758
605;2165323;2793474;1170579;585436;702
606;2116756;2773580;172910;99474;694
607;2160349;2941808;1029852;459045;678
608;2137822;1565551;239616;68462;710
609;2123777;2967847;1075494;479232;762
610;2100079;2613543;625518;383562;742
611;2173514;2017867;326218;166766;714
612;2164737;2810151;625226;539502;698
613;2031910;2257191;293742;113226;846
614;2090424;3020510;303104;221477;670
615;2031911;1656541;178761;271506;674
616;2004994;2338233;228206;245468;778
617;2137529;2937419;413112;1064083;654
618;2106223;2676153;587777;621130;754
619;2028107;2387970;196901;177299;774
620;2141039;2709798;1312477;295205;842
621;2089547;2733789;1077249;373322;690
622;2147476;2648944;312760;445294;734
623;2114123;1885624;397898;143360;802
624;2097739;2045076;373322;155063;666
625;2100957;1840276;236398;110007;798
626;2120559;3015829;2110027;955539;710
627;2073748;1094510;125513;170862;670
628;2131385;2160641;344942;479233;750
629;2098617;2704825;648339;151845;786
630;2076381;2808981;1037166;441491;722
631;2157131;2786453;1216513;696614;694
632;2145720;2188729;616156;434468;714
633;2087792;2286155;151259;91575;694
634;2126118;2834142;896147;509660;690
635;2089254;3041575;410771;156233;698
636;2237003;1744312;177883;149211;774
637;2251046;2825072;421303;181394;682
638;2104760;2641044;405797;355474;734
639;2120852;2852281;237861;514633;702
640;2088962;2756317;1559407;518144;698
641;2099202;2381241;367763;537746;666
642;2023133;1244600;124635;73729;694
643;2123192;3065858;965486;434469;698
644;2157716;3179084;1098021;683740;722
645;2022548;830904;130194;42131;690
646;2088084;2533086;489180;488302;698
647;2136359;3177913;302226;119076;706
648;2220327;2301662;206263;456996;782
649;2154498;3172062;1365432;598601;722
650;2043321;2664450;667356;356060;818
651;2074918;2399965;482159;340260;734
652;2119390;2829168;545061;267411;734
653;2117049;2427759;903462;574611;722
654;2051805;1650689;266825;334409;674
655;2063507;2762169;1004691;646876;698
656;2119096;2770653;1002936;595090;714
657;3056204;1157121;140434;66414;662
658;2052097;1564966;164133;256878;726
659;1984513;1107384;142483;133998;714
660;2074333;2816002;1426872;619374;706
661;2171174;2315705;630492;515511;802
662;2078722;1869240;416915;101522;686
663;2154497;2092180;220307;170570;782
664;2164738;1846713;189879;84845;750
665;2159764;2789963;856357;394386;718
666;2137821;2813661;2014063;432421;734
667;2474863;2172930;425692;287305;678
668;2112660;2589552;326217;138679;694
669;2509388;2325067;383268;392631;758
670;2095691;2237296;351963;153308;790
671;2614713;905802;120540;115566;662
672;2082233;2575509;469578;136046;770
673;2186388;2770068;1162680;31197794;790
674;2090132;2826827;1569355;687251;714
675;2220619;2724427;466652;380050;726
676;2085159;2782649;538039;399361;686
677;2079600;2798740;1888550;750446;706
678;2130799;2776505;505271;501468;698
679;2094228;2682882;310711;122003;662
680;2373926;3008222;901998;1041556;662
681;2079892;2589552;1220609;232301;730
682;2028692;2376267;477769;230839;766
683;2152157;2165908;192220;341432;762
684;2085744;2819806;945884;377125;726
685;2096568;2508802;285550;196608;794
686;2137821;1888843;225573;531017;694
687;2093350;1788198;253659;205386;778
688;2158886;2574923;940618;581339;726
689;2057071;1196618;119662;48859;678
690;2090132;2395869;251027;148626;778
691;2138406;2496514;302812;251611;790
692;2111783;1159169;178469;85723;714
693;2018744;2209793;253952;162085;722
694;2098032;2077552;170862;341724;686
695;2119389;2823609;2526648;866012;790
696;2052975;1045066;130487;133412;702
697;2066434;2737886;2368368;1116453;682
698;2163275;2806933;1293167;572856;694
699;2024303;1182282;119955;119662;706
700;2134311;2093935;162377;70509;742
701;2132262;2827705;975141;454364;702
702;2010845;1429798;131949;82798;706
703;2021378;1705986;159452;57052;726
704;2143380;2732035;524874;1126694;678
705;2172052;2828290;918675;423644;698
706;2032496;2052682;188123;74313;782
707;2078136;2753685;1033071;499713;690
708;2084281;2962288;1763037;576659;718
709;2025474;1718566;155648;203922;698
710;2148647;1948528;199534;188124;758
711;2072578;2738471;1507036;594505;678
712;2339988;2803129;926867;346697;706
713;2088669;2097153;188124;110299;682
714;2130215;2811028;782630;530725;674
715;2083110;2765972;408722;392632;722
716;2054146;3710979;242250;145408;722
717;2010845;1794342;198949;70217;734
718;2117341;3043623;446757;306322;726
719;2119975;2940638;1541560;692224;690
720;2051805;2314241;284380;158281;690
721;2088084;2849648;793162;600357;678
722;2033958;2858132;244298;98304;790
723;2142795;2100957;203923;64951;710
724;2079600;3649247;171447;64074;686
725;2060289;2702484;634588;278528;850
726;2062045;3316300;246345;134583;778
727;2124656;2867202;863964;744888;782
728;2041565;2580189;329143;296375;738
729;2101250;2957607;790528;350501;734
730;2623490;2709214;214162;146286;682
731;2084866;2760414;674670;270044;714
732;2716820;2770946;457874;208311;722
733;2410206;2528697;166766;170862;678
734;2544496;735233;122002;40083;682
735;2112953;2820391;1360166;732600;686
736;2227055;2095691;206555;70510;822
737;2093350;2837653;448219;295205;690
738;3000907;1659466;147163;57637;750
739;2155668;2893533;1119086;324462;798
740;2820099;2835312;927159;428033;782
741;2100664;1394689;129316;53541;662
742;2554150;2432148;825930;382391;850
743;2191069;2804884;953198;92160;690
744;2134018;2741397;665893;195731;710
745;2158008;2296688;241957;153893;810
746;2202480;2596574;325924;678766;754
747;2067019;2288203;279991;367762;710
748;2114416;2800788;331191;100059;686
749;1996509;1859878;200996;65243;826
750;2124070;2784112;657702;728796;674
751;2254264;2111490;418963;243127;686
752;2004701;2350813;267118;99181;790
753;2086329;2878320;521947;469284;690
754;2179074;2672349;1169995;778240;706
755;2069067;2822439;528385;222354;766
756;2081647;1995046;299886;250149;826
757;2092765;870693;157988;152137;682
758;2121145;2382703;430081;294327;726
759;2078137;1484801;145993;86894;734
760;2103298;2631097;612938;273262;674
761;2087206;2744615;785848;946762;714
762;1984807;1910493;183443;156526;758
763;2252217;1995924;195438;192220;890
764;2006457;2191947;183150;97426;726
765;2147184;2431564;152723;189294;666
766;2168834;2584871;221477;151552;654
767;2066726;2303416;150089;167059;682
