1;67584;920137;1464614;40668;16
2;71973;58515;41253;20772;16
3;53248;65536;42131;21358;16
4;47104;50907;50323;29257;20
5;47689;46519;47104;20188;16
6;61147;43300;81043;36571;16
7;42716;64658;57052;25453;20
8;44178;40960;40082;19309;16
9;40375;53248;51785;22821;20
10;25746;34816;59977;25746;16
11;24284;24284;69047;40960;16
12;26917;14921;106789;37449;16
13;31305;16091;51786;22528;20
14;16677;17262;55296;31013;16
15;16676;14629;26038;18725;16
16;16676;18432;18724;21943;16
17;16091;17554;18725;19895;16
18;19602;14336;37157;22528;16
19;16384;15506;22821;22528;16
20;16091;19018;24869;28672;20
21;21943;16384;17554;20188;20
22;15506;13166;21358;29842;16
23;13166;13751;25454;16970;16
24;14629;19310;15507;31597;16
25;14044;13165;15214;19602;16
26;14628;17847;19310;30427;16
27;18432;13165;13751;16970;16
28;14336;19017;19602;26331;20
29;16676;15506;14043;18140;16
30;16384;16677;16969;24284;16
31;20772;12873;15214;19895;16
32;12873;17262;14044;18725;16
33;11995;19895;188124;37742;16
34;14921;21065;270044;22820;20
35;14336;16677;11996;17846;16
36;13458;16384;17554;42716;16
37;13458;50615;14043;20187;16
38;21357;19017;14336;21357;16
39;110884;17847;14336;32183;16
40;13166;16384;15213;14336;16
41;13458;14336;15799;14921;16
42;11703;20480;21065;17846;24
43;17262;21358;23406;296667;16
44;15214;17261;16677;12580;16
45;13751;25454;15507;21357;16
46;15506;14921;18432;10240;16
47;14043;18724;15214;9070;16
48;16384;20480;18432;14043;16
49;11996;18139;14628;7607;20
50;13166;14044;20480;11995;16
51;13459;14629;15799;8192;16
52;12873;18140;14629;5266;20
53;15799;31890;19602;6144;16
54;12288;18725;15799;6144;16
55;11410;16091;16969;7021;20
56;11702;16970;14921;5852;16
57;11703;17847;17847;7314;20
58;13166;16969;20773;6729;20
59;15799;16091;19310;7022;16
60;12580;16091;14336;4096;20
61;13751;15799;19017;6437;16
62;11703;19603;19017;7607;20
63;12581;15507;12873;3511;16
64;11703;16970;15506;3804;16
65;11996;16969;16969;5559;16
66;12873;22528;22821;6144;24
67;12873;19895;18139;7022;20
68;11995;18725;17262;6730;16
69;13166;16969;14336;3218;16
70;12873;12288;12873;4096;16
71;14628;15214;18140;5266;16
72;11996;18724;21650;6437;24
73;13459;13458;14629;3511;20
74;11703;15799;17847;7607;16
75;11118;17262;25454;4388;20
76;13751;14336;11411;2926;16
77;11410;51493;13751;4096;16
78;13751;14336;14628;7021;16
79;11703;18725;15213;6144;16
80;76947;17847;17262;11410;16
81;11703;10825;11117;2633;16
82;11410;14921;14628;4388;16
83;15214;12873;14043;4389;20
84;12580;17262;14336;5851;16
85;11703;15798;14921;3511;16
86;12288;22528;14044;3804;16
87;12288;17262;13166;4096;16
88;11703;14922;14043;4388;20
89;11411;14336;14043;3510;16
90;11995;17847;16384;4681;16
91;11410;14921;12873;2926;16
92;13166;13165;66999;5266;16
93;13165;18140;16969;5558;16
94;13751;17846;15213;6144;16
95;12873;11996;12873;3511;16
96;12288;19310;14336;2925;16
97;11410;16091;16677;6436;16
98;13165;10825;13458;3218;16
99;11996;10533;12288;3218;16
100;14336;10826;22235;4974;16
101;12873;9947;12288;2925;16
102;11703;9655;15799;3218;16
103;11410;9070;21358;3804;16
104;11703;10240;12288;2926;16
105;11995;10240;12580;3803;16
106;11995;11117;22821;6144;20
107;11410;12288;18432;3218;20
108;14921;14043;26624;5266;20
109;14044;10825;15507;4681;16
110;14628;8192;10825;2633;16
111;13166;11995;14336;3219;16
112;11995;10825;13458;4389;16
113;16384;9654;14921;3803;16
114;11995;11118;18432;5266;20
115;11703;10825;12288;3218;16
116;13165;11995;11995;2926;16
117;11411;9947;14921;5266;16
118;20188;11117;17847;6436;24
119;14922;10532;11411;4974;16
120;12288;14921;22821;7899;16
121;12581;9362;11117;27794;16
122;32183;11117;10533;4388;16
123;12873;11410;9069;2925;16
124;40375;10825;11995;5559;16
125;12581;10532;14921;5559;16
