;Prim;BFS;A-Star;IDA;path Length
867;20480;26624;11118;4096;66
868;21065;28672;14921;5852;82
869;20772;26624;10532;6144;62
870;21650;30720;22235;9069;62
871;21650;24284;16384;6144;74
872;21650;29257;19895;8777;62
873;21943;34523;22528;8192;62
874;22820;23991;11703;5266;62
875;21651;29549;28964;10240;58
876;21650;30720;19310;7607;66
877;20480;21651;9948;3218;62
878;21358;23991;9948;7607;58
879;20773;23113;13458;6436;62
880;23698;30720;15506;6436;70
881;21651;28087;16384;4974;78
882;22820;30720;16091;4096;66
883;21358;24868;14921;6729;62
884;20480;23113;14629;7022;66
885;21943;30720;17847;9655;58
886;22528;29550;17262;7899;58
887;22821;30428;27209;11410;62
888;21651;31305;15506;10533;58
889;29549;28087;14336;5852;74
890;21358;29550;22528;9070;74
891;20772;29842;12581;4388;58
892;20480;24868;15214;7315;90
893;21357;30135;30427;13458;66
894;21065;21943;14043;6437;70
895;20187;21065;9070;3218;58
896;21358;26331;18432;8192;58
897;20187;26916;11118;5266;66
898;20480;29550;23699;5267;70
899;20480;23698;13166;4388;66
900;20773;26039;18432;3511;66
901;22236;31305;23698;9947;78
902;22820;33061;12288;3804;74
903;22235;31305;16677;7900;58
904;21943;28672;12873;7022;58
905;21358;26331;17847;3510;74
906;20773;26624;11995;8192;70
907;24283;25746;12873;5851;66
908;21943;28380;31597;12580;62
909;21358;38327;31305;14336;70
910;28086;37157;14922;4388;58
911;28380;38912;13751;11118;58
912;26331;35986;12873;4096;58
913;26917;18139;12288;3803;66
914;21358;29257;27210;13166;62
915;21650;23698;15214;6144;74
916;20773;27502;26917;11996;66
917;21650;29549;20187;8192;78
918;20773;25747;11703;6144;62
919;20773;24576;12580;4974;62
920;20187;27502;14043;6437;66
921;23114;29257;19017;7314;82
922;21357;22528;10825;8192;62
923;20480;21358;14044;4096;66
924;21358;31305;15506;10533;62
925;21066;30427;27501;8485;66
926;21358;30427;14629;5559;58
927;21358;26331;16092;7022;62
928;21065;29550;23699;11995;70
929;20772;22821;15213;7022;66
930;20187;25161;9069;2926;58
931;20773;31598;24576;9655;58
932;20772;28965;19603;8485;62
933;20480;26624;9070;2926;58
934;20187;29550;27209;5851;74
935;20772;28379;24576;7899;74
936;20187;23991;13458;4096;66
937;21943;23406;11410;3803;66
938;22236;25453;17261;8777;62
939;21065;30134;23698;9655;62
940;20188;29257;12288;4388;78
941;20773;24869;12288;4681;66
942;21065;23406;11703;4096;62
943;21650;30135;19310;6436;74
944;21357;30135;19603;7315;70
945;20480;29842;13459;10532;70
946;21065;29258;12873;7022;66
947;22821;28672;11117;3804;62
948;21651;25454;10240;3511;66
949;21066;28965;19895;8777;58
950;21065;29842;23114;5851;74
951;20773;29842;28672;11118;62
952;22528;28965;20187;8777;74
953;23991;27209;15799;5559;58
954;23113;31305;24284;10532;58
955;24284;29550;20187;10240;62
956;22528;31598;34524;16384;74
957;24576;28087;43300;4096;58
958;23114;38619;15506;8777;70
959;22528;28672;12873;6729;58
960;20773;29550;27794;12873;70
961;21065;19310;9362;2925;58
962;20772;24868;10825;4681;62
963;20187;19602;9948;3511;62
964;20772;28964;25746;10240;70
965;21065;29257;20772;12581;62
966;21065;28965;16384;7607;58
967;20480;28379;23991;11118;62
968;20480;28087;19895;9069;82
969;22528;30721;19310;4974;66
970;20480;28379;20188;9362;74
971;21066;25746;20187;9947;62
972;21650;30135;11703;4096;62
973;22528;28672;22528;11995;82
974;21943;27209;12288;4389;70
975;21650;23406;11118;8192;58
976;22236;30135;21650;8192;66
977;21358;38620;24868;13166;70
978;20480;24576;12873;7021;78
979;21358;29843;11702;9070;62
980;21065;23113;10825;6729;58
981;20188;29257;14336;5559;66
982;20772;25454;12288;6437;62
983;20480;26624;9947;3511;58
984;21650;22820;8484;2341;58
985;20480;23406;11995;4974;62
986;20480;21943;11996;4681;66
987;20772;25454;12873;4974;70
988;20480;28964;22235;7607;74
989;22236;30135;17554;7021;58
990;21943;30427;23113;10825;58
991;21357;31305;17847;9947;62
992;21358;21357;12873;4974;62
993;21358;27795;12581;4388;62
994;20773;24576;9362;3218;58
995;22236;28965;13458;4974;66
996;22235;30135;11703;6729;58
997;22235;27209;12873;6437;62
998;21943;26916;10825;3218;66
999;21943;21065;15506;6436;66
1000;22235;31597;20480;9948;58
Average;27549;33313;24653;11096;64
Range;478355;1237286;1588665;326802;32
