1;5212162;5560613;4457619;1530149;448
2;2825948;973385;1387959;129316;420
3;2137235;1806629;3941231;189001;524
4;1687845;1616165;1641326;361911;420
5;976018;1130789;416622;174080;420
6;906972;423644;497957;75776;432
7;928330;978945;1303406;300471;500
8;937106;1090122;3775050;268873;432
9;936521;1178186;722944;457582;436
10;955831;519607;417499;284672;416
11;870107;1082807;1431552;167936;496
12;867767;1088951;583973;102693;428
13;852846;1193984;1867484;233472;476
14;873033;983918;1445888;170277;572
15;842021;1019320;868937;105033;508
16;860160;1000009;530140;131364;448
17;854601;1119964;932132;150967;448
18;854309;1000302;543891;175543;484
19;867767;1095096;1598025;2170296;440
20;857819;1126108;1069934;102400;444
21;896439;1192522;1185207;300470;452
22;853431;981284;655652;239908;452
23;971922;1107968;1102409;138093;500
24;874204;1154779;601527;278821;420
25;864841;1116745;430666;80749;420
26;848165;985966;718556;209774;460
27;861916;1081930;805157;162085;468
28;864256;1124352;684618;143360;432
29;848458;1133422;355182;208896;424
30;811594;733769;410770;79872;424
31;830025;1119086;1196618;374785;512
32;852261;1145125;584265;306907;432
33;856941;948517;669988;55296;456
34;861037;1173797;1213587;297838;424
35;896146;1089244;1092754;485961;444
36;857234;1123767;839388;270043;432
37;847579;1073737;469285;322121;436
38;886200;1123182;581632;280284;436
39;843776;1085733;935936;283501;424
40;878300;1134299;886785;226157;440
41;836462;830903;572855;205092;460
42;841728;1107383;1430382;322999;444
43;829148;1108846;780288;135168;448
44;854017;1101824;263607;102693;404
45;835584;904923;445294;263607;456
46;832074;1124937;986844;310711;440
47;891173;1098021;445879;242834;420
48;845239;1077249;433006;81920;428
49;873911;1037166;916334;117907;464
50;834121;893806;953490;171739;580
51;817444;954075;1174089;73142;552
52;822126;1018149;325340;83382;432
53;831780;995329;769756;267411;488
54;842606;859575;805157;311882;520
55;816860;914871;606501;47104;496
56;824174;903168;485083;87479;444
57;856065;988892;805157;340845;488
58;857527;908142;723237;359570;536
59;808083;759515;794332;86308;520
60;844946;1101532;253075;259218;428
61;833828;1097728;1001472;308370;468
62;839680;1106506;1203347;360448;444
63;806619;783799;701879;72558;516
64;976604;1182867;705682;308663;436
