1;4654812;5470794;2557952;1535122;448
2;1642789;976604;306908;78409;420
3;1559992;1861047;649216;146286;524
4;1254839;1606510;1902592;445293;420
5;982163;1040385;660626;258633;420
6;1003520;483328;203045;86894;432
7;967826;1039506;507027;429495;500
8;1046235;1223241;380928;324462;432
9;894098;1287022;745472;557349;436
10;1014345;440028;189294;99767;416
11;851383;1015808;763612;327387;496
12;920722;1161216;494153;193975;428
13;994743;1262446;1238747;525165;476
14;847287;1000887;1038921;275310;572
15;836169;969874;449390;548280;508
16;960512;1006739;312467;208603;448
17;867474;1355192;585143;212407;448
18;853431;1053258;332068;1486263;484
19;1986560;1275319;1973102;2530743;440
20;861038;1131081;312758;119954;444
21;842898;1109723;333824;387949;452
22;854601;990648;176714;288769;452
23;879177;1102410;463726;163840;500
24;894391;1122596;484499;339091;420
25;853431;1105920;213577;113225;420
26;851676;961976;292864;287306;460
27;823004;1071982;393216;184028;468
28;874496;1181111;238446;184320;432
29;880640;1145125;205092;265070;424
30;816567;732306;224987;96257;424
31;1112357;1204517;1162972;477477;512
32;860745;1110308;293742;303689;432
33;832073;963731;268288;61733;456
34;830318;1082807;1031607;384146;424
35;912238;1137518;1065838;563493;444
36;844654;1127278;367470;315392;432
37;830026;939447;292864;395264;436
38;840266;1139566;688421;346405;436
39;830025;1086318;1029267;344064;424
40;850213;1113235;402579;277065;440
41;827685;814519;224987;301641;460
42;837340;1431260;800183;401116;444
43;850797;1116160;262144;179346;448
44;1088366;1321546;332069;173495;404
45;827977;898195;183442;346990;456
46;869523;1102410;703342;377125;440
47;878007;1102995;320951;306615;420
48;867767;1199836;178469;94501;428
49;925989;1046820;249856;123172;464
50;830025;857527;225280;241079;580
51;803986;937107;297838;112640;552
52;828563;983333;186368;90405;432
53;830611;1040091;225865;324462;488
54;837047;854602;680229;380636;520
55;863086;883859;159744;59392;496
56;813349;920430;195730;114395;444
57;858113;1244599;581047;444709;488
58;1046529;909605;146286;451438;536
59;1044188;998254;215040;107667;520
60;855772;1157120;458752;382391;428
61;857235;1067593;681107;364544;468
62;832366;1047113;974263;456119;444
63;803694;797550;188123;90697;516
64;848457;1238747;475721;369518;436
65;866012;948809;490350;284380;572
66;903461;1083100;1108261;545939;440
67;825637;927159;134876;71094;452
68;824174;679059;139557;63195;420
69;858697;808375;164718;101523;480
70;828855;1061742;785262;364837;452
71;837047;746642;138094;97133;468
72;935058;846409;250734;98011;464
73;872741;854016;210944;138387;552
74;849921;1052965;562615;521069;420
75;803401;830317;148334;101815;468
76;834121;559104;115273;98889;444
77;878299;1074615;168521;83968;436
78;851969;1070226;177591;553253;432
79;807790;730843;151259;81043;484
80;909605;940032;165011;88064;440
81;829733;959050;126684;244005;456
82;851383;977481;225865;101230;516
83;819493;1010250;355181;169692;432
84;846409;1012005;140435;62903;424
85;930378;775022;187246;77824;464
86;839681;949394;232594;112640;496
87;813934;1165605;245760;137801;448
88;836755;907849;124635;103570;424
89;839680;728503;235520;294327;436
90;898194;1218560;159451;56174;524
91;818908;1004398;169984;92160;460
92;827685;855480;127269;213870;416
93;840557;649216;136338;174958;448
94;807205;951150;158281;92745;504
